ACCESSION_NUMBER,NONDERIV_HOLDING_SK,SECURITY_TITLE,SECURITY_TITLE_FN,SHRS_OWND_FOLWNG_TRANS,SHRS_OWND_FOLWNG_TRANS_FN,VALU_OWND_FOLWNG_TRANS,DIRECT_INDIRECT_OWNERSHIP,DIRECT_INDIRECT_OWNERSHIP_FN,NATURE_OF_OWNERSHIP,NATURE_OF_OWNERSHIP_FN,FILING_DATE,PERIOD_OF_REPORT,DATE_OF_ORIG_SUB,NO_SECURITIES_OWNED,NOT_SUBJECT_SEC16,FORM3_HOLDINGS_REPORTED,FORM4_TRANS_REPORTED,DOCUMENT_TYPE,ISSUERCIK,ISSUERNAME,ISSUERTRADINGSYMBOL,REMARKS,cik,ticker,sector,industry,filed_date
0001567619-22-016315,2045829,Shares of beneficial interest,,0.0,,,D,,,,15-AUG-2022,15-AUG-2022,,0.0,,,,3,1905088,Ark Venture Fund,NONE,,0001905088,,,,2022-08-15
0001567619-22-016313,2045870,Shares of beneficial interest,,0.0,,,D,,,,15-AUG-2022,15-AUG-2022,,0.0,,,,3,1905088,Ark Venture Fund,NONE,,0001905088,,,,2022-08-15
0001567619-22-016311,2046054,Shares of beneficial interest,,0.0,,,D,,,,15-AUG-2022,15-AUG-2022,,0.0,,,,3,1905088,Ark Venture Fund,NONE,,0001905088,,,,2022-08-15
0001567619-22-016309,2045836,Shares of beneficial interest,,0.0,,,D,,,,15-AUG-2022,15-AUG-2022,,0.0,,,,3,1905088,Ark Venture Fund,NONE,,0001905088,,,,2022-08-15
0001193805-22-001192,2045988,Common Stock,,300.0,,,I,,"By Family Trust Partnership, LLC",F5,15-AUG-2022,11-AUG-2022,,,0,,,4,707388,"STAR EQUITY HOLDINGS, INC.",STRR,,0000707388,STRRP,,,2022-08-15
0001193805-22-001192,2045985,Common Stock,,74047.0,,,I,,By Mitchell Quain Revoc. Liv. Trust U/A 1/25/18,F3,15-AUG-2022,11-AUG-2022,,,0,,,4,707388,"STAR EQUITY HOLDINGS, INC.",STRR,,0000707388,STRRP,,,2022-08-15
0001193805-22-001192,2045986,Common Stock,,7300.0,,,I,,By IRA,,15-AUG-2022,11-AUG-2022,,,0,,,4,707388,"STAR EQUITY HOLDINGS, INC.",STRR,,0000707388,STRRP,,,2022-08-15
0001193805-22-001192,2045987,Common Stock,,3200.0,,,I,,"By Industrial Manufacturing Institute, LLC",F4,15-AUG-2022,11-AUG-2022,,,0,,,4,707388,"STAR EQUITY HOLDINGS, INC.",STRR,,0000707388,STRRP,,,2022-08-15
0001726978-22-000099,2045855,Class B Common Stock,,1860355.0,,,I,,,,15-AUG-2022,11-AUG-2022,,,0,,,4,1726978,"Goosehead Insurance, Inc.",GSHD,,0001726978,GSHD,,,2022-08-15
0001726978-22-000099,2045853,Class A Common Stock,,332290.0,,,D,F11,,,15-AUG-2022,11-AUG-2022,,,0,,,4,1726978,"Goosehead Insurance, Inc.",GSHD,,0001726978,GSHD,,,2022-08-15
0001726978-22-000099,2045852,Class B Common Stock,,182349.0,,,D,F10,,,15-AUG-2022,11-AUG-2022,,,0,,,4,1726978,"Goosehead Insurance, Inc.",GSHD,,0001726978,GSHD,,,2022-08-15
0001726978-22-000099,2045851,Class A Common Stock,,197501.0,,,D,F10,By Trust,F12,15-AUG-2022,11-AUG-2022,,,0,,,4,1726978,"Goosehead Insurance, Inc.",GSHD,,0001726978,GSHD,,,2022-08-15
0001726978-22-000099,2045854,Class B Common Stock,,132349.0,,,D,F11,,,15-AUG-2022,11-AUG-2022,,,0,,,4,1726978,"Goosehead Insurance, Inc.",GSHD,,0001726978,GSHD,,,2022-08-15
0001726978-22-000098,2046071,Class B Common Stock,,82005.0,,,I,,Jones 2020 Irrevocable Trust,,15-AUG-2022,11-AUG-2022,,,0,,,4,1726978,"Goosehead Insurance, Inc.",GSHD,The sales reported were effected pursuant to a Rule 10b5-1 Trading Plan adopted by the reporting person.,0001726978,GSHD,,,2022-08-15
0001645842-22-000118,2046106,Common Stock,,40000.0,,,I,F3,See Footnote,F3,15-AUG-2022,11-AUG-2022,,,0,,,4,1645842,Zymergen Inc.,ZY,,0001645842,,,,2022-08-15
0001645842-22-000118,2046105,Common Stock,,40000.0,,,I,F2,See Footnote,F2,15-AUG-2022,11-AUG-2022,,,0,,,4,1645842,Zymergen Inc.,ZY,,0001645842,,,,2022-08-15
0001225208-22-009571,2045989,Common Stock,,371705.26,F4,,I,,401(k),,15-AUG-2022,15-AUG-2022,,,,,,4,1099800,Edwards Lifesciences Corp,EW,This Form 4 reflects changes in beneficial ownership only; it does not identify other securities of the Issuer beneficially owned by the Reporting Person.,0001099800,EW,,,2022-08-15
0001871648-22-000010,2046029,Common Stock,,86879.0,,,I,,Shares held by SFV Holdings LLC of which Mr. Sauermann is the President,,15-AUG-2022,15-AUG-2022,,,0,,,4,1471727,Better Choice Co Inc.,BTTR,,0001471727,SRXH,,,2022-08-15
0001140361-22-029702,2045927,"Common Stock, $0.001 par value",,81662.42,,,I,,"By FrontFour Master Fund, Ltd.",F5,15-AUG-2022,11-AUG-2022,,,,,,4,1490349,PhenixFIN Corp,PFX,,0001490349,PFXNZ,,,2022-08-15
0001877925-22-000010,2045849,Common Stock,,372080.0,,,I,,"Luis Carlos Dussan Family Trust dated January 20, 2021",F2,15-AUG-2022,15-AUG-2022,,,0,,,4,1818644,"AEye, Inc.",LIDR,,0001818644,LIDRW,,,2022-08-15
0001209191-22-045889,2045948,Common Stock,,1000.0,,,I,,,,15-AUG-2022,11-AUG-2022,,,0,,,4,101984,UNIVERSAL ELECTRONICS INC,UEIC,,0000101984,UEIC,,,2022-08-15
0001209191-22-045889,2045947,Common Stock,,1800.0,,,D,,By Spouse,,15-AUG-2022,11-AUG-2022,,,0,,,4,101984,UNIVERSAL ELECTRONICS INC,UEIC,,0000101984,UEIC,,,2022-08-15
0001209191-22-045883,2045766,Common Stock,,120.0,,,I,,Held by the Rebecca S. Lien,F5,15-AUG-2022,11-AUG-2022,,,0,,,4,1389002,MARIN SOFTWARE INC,MRIN,,0001389002,MRINQ,,,2022-08-15
0001209191-22-045883,2045763,Common Stock,,219569.0,,,I,,"Held by Christopher A. Lien and Rebecca S. Lien, Co-Trustees the Lien Revocable Trust dated 7/8/2003",F2,15-AUG-2022,11-AUG-2022,,,0,,,4,1389002,MARIN SOFTWARE INC,MRIN,,0001389002,MRINQ,,,2022-08-15
0001209191-22-045883,2045764,Common Stock,,19285.0,,,I,,Held by the Christopher A. Lien 2013 Annuity Trust dated 2/4/13,F3,15-AUG-2022,11-AUG-2022,,,0,,,4,1389002,MARIN SOFTWARE INC,MRIN,,0001389002,MRINQ,,,2022-08-15
0001209191-22-045883,2045765,Common Stock,,19285.0,,,I,,Held by the Rebecca S. Lien 2013 Annuity Trust dated 2/4/13,F4,15-AUG-2022,11-AUG-2022,,,0,,,4,1389002,MARIN SOFTWARE INC,MRIN,,0001389002,MRINQ,,,2022-08-15
0001104659-22-091472,2046104,Class A Common Stock,,575090.0,,,I,,By Greg and Marcy Carlin Trust,F4,15-AUG-2022,11-AUG-2022,,,0,,,4,1793659,"Rush Street Interactive, Inc.",RSI,,0001793659,RSI,,,2022-08-15
0001601712-22-000217,2045790,Common Stock,,10000.0,,,I,,See footnote,,15-AUG-2022,11-AUG-2022,,,0,,,4,1601712,Synchrony Financial,SYF,,0001601712,SYF-PB,,,2022-08-15
0001104659-22-091463,2045809,Common Stock,F8,0.0,F15,,I,,See Footnote,"F8, F6, F4, F3",15-AUG-2022,21-JUL-2022,21-JUL-2022,,0,,,4/A,1620179,"Exela Technologies, Inc.",XELA,,0001620179,,,,2022-08-15
0001104659-22-091463,2045808,Common Stock,F5,1515.0,F15,,I,,See Footnote,"F5, F6",15-AUG-2022,21-JUL-2022,21-JUL-2022,,0,,,4/A,1620179,"Exela Technologies, Inc.",XELA,,0001620179,,,,2022-08-15
0001104659-22-091463,2045810,Common Stock,F9,0.0,F15,,I,,See Footnote,"F6, F9, F4, F3",15-AUG-2022,21-JUL-2022,21-JUL-2022,,0,,,4/A,1620179,"Exela Technologies, Inc.",XELA,,0001620179,,,,2022-08-15
0001104659-22-091463,2045811,Common Stock,F10,0.0,F15,,I,,See Footnote,"F10, F6, F4, F3",15-AUG-2022,21-JUL-2022,21-JUL-2022,,0,,,4/A,1620179,"Exela Technologies, Inc.",XELA,,0001620179,,,,2022-08-15
0001104659-22-091463,2045807,Common Stock,F7,0.0,F15,,I,,See Footnote,"F7, F6, F4, F3",15-AUG-2022,21-JUL-2022,21-JUL-2022,,0,,,4/A,1620179,"Exela Technologies, Inc.",XELA,,0001620179,,,,2022-08-15
0001567619-22-016304,2045955,"Common Stock, $0.01 par value per share",,1521.0,,,D,,,,15-AUG-2022,09-AUG-2022,,0.0,,,,3,1704715,"Alpha Metallurgical Resources, Inc.",AMR,Exhibit 24 - Power of Attorney,0001704715,AMR,,,2022-08-15
0001209191-22-045874,2045718,Class A Common Stock,,24720.0,,,D,,,,15-AUG-2022,11-AUG-2022,,,0,,,4,1822250,ContextLogic Inc.,WISH,,0001822250,LOGC,,,2022-08-15
0000899243-22-028680,2045825,Common Stock,,1000000.0,,,I,F3,"Through MVIL, LLC",,15-AUG-2022,11-AUG-2022,,,0,,,4,1822691,"GreenLight Biosciences Holdings, PBC",GRNA,The Reporting Persons are jointly filing this Form 4 pursuant to Rule 16a-3(j) under the Securities Exchange Act of 1934.,0001822691,,,,2022-08-15
0001628280-22-022945,2046163,Common Stock,,657.0,,,I,,as UTMA custodian for daughter,,15-AUG-2022,12-AUG-2022,,,0,,,4,931015,Polaris Inc.,PII,,0000931015,PII,,,2022-08-15
0001628280-22-022945,2046164,Common Stock,,657.0,,,I,,by daughter,F4,15-AUG-2022,12-AUG-2022,,,0,,,4,931015,Polaris Inc.,PII,,0000931015,PII,,,2022-08-15
0001628280-22-022945,2046165,Common Stock,,657.0,,,I,,by daughter,F4,15-AUG-2022,12-AUG-2022,,,0,,,4,931015,Polaris Inc.,PII,,0000931015,PII,,,2022-08-15
0001628280-22-022944,2045776,Common Stock,,285037.0,,,I,,See footnote,F1,15-AUG-2022,11-AUG-2022,,,0,,,4,867773,SUNPOWER CORP,SPWR,,0000867773,,,,2022-08-15
0001127602-22-020975,2045830,Common Stock,,2022.63,,,I,,By Spouse,,15-AUG-2022,04-AUG-2022,,,,,,4,354190,Arthur J. Gallagher & Co.,AJG,,0000354190,AJG,,,2022-08-15
0001127602-22-020975,2045831,Common Stock,,214.63,,,I,,Gallagher 401(k) plan account,,15-AUG-2022,04-AUG-2022,,,,,,4,354190,Arthur J. Gallagher & Co.,AJG,,0000354190,AJG,,,2022-08-15
0001209191-22-045868,2045848,Common Stock,,1356557.08,,,I,,"GFP I, LP",F3,15-AUG-2022,15-AUG-2022,,,0,,,4,864240,SYPRIS SOLUTIONS INC,SYPR,,0000864240,SYPR,,,2022-08-15
0001567619-22-016293,2046099,"Common Stock, $0.0001 par value",,3275616.0,,,I,,By Funds,"F1, F2",15-AUG-2022,11-AUG-2022,,,0,,,4,1626971,"Corvus Pharmaceuticals, Inc.",CRVS,,0001626971,CRVS,,,2022-08-15
0001739566-22-000211,2045797,Class A Common Stock,,950000.0,,,I,,,,15-AUG-2022,11-AUG-2022,,,0,,,4,1739566,"Utz Brands, Inc.",UTZ,,0001739566,UTZ,,,2022-08-15
0001739566-22-000211,2045795,Class A Common Stock,,10943.0,,,D,,See Footnote,F4,15-AUG-2022,11-AUG-2022,,,0,,,4,1739566,"Utz Brands, Inc.",UTZ,,0001739566,UTZ,,,2022-08-15
0001739566-22-000211,2045796,Class A Common Stock,,360000.0,,,I,,See Footnote,F5,15-AUG-2022,11-AUG-2022,,,0,,,4,1739566,"Utz Brands, Inc.",UTZ,,0001739566,UTZ,,,2022-08-15
0001567619-22-016289,2046045,"Common Stock, $0.0001 par value",,6943654.0,,,I,,See Footnotes,"F1, F2",15-AUG-2022,11-AUG-2022,,,0,,,4,1626971,"Corvus Pharmaceuticals, Inc.",CRVS,,0001626971,CRVS,,,2022-08-15
0001415889-22-008636,2045856,Common Stock,,2484.0,,,D,,,,15-AUG-2022,15-AUG-2022,,0.0,,,,3,1374328,"FITLIFE BRANDS, INC.",FTLF,,0001374328,FTLF,,,2022-08-15
0001601712-22-000210,2046097,Common Stock,,15300.0,,,I,,By Family Trusts,,15-AUG-2022,11-AUG-2022,,,0,,,4,1601712,Synchrony Financial,SYF,,0001601712,SYF-PB,,,2022-08-15
0001127602-22-020973,2046026,Common Stock,,109808.0,,,I,,"By S.C.A Legacy, Ltd.",F1,15-AUG-2022,12-AUG-2022,,,,,,4,1000753,"INSPERITY, INC.",NSP,,0001000753,NSP,,,2022-08-15
0001209191-22-045860,2046056,Common Stock,,13710.0,,,I,,Through Trust,F1,15-AUG-2022,15-AUG-2022,,,0,,,4,1442145,"Verisk Analytics, Inc.",VRSK,,0001442145,VRSK,,,2022-08-15
0000946724-22-000026,2045857,Common Stock,,900000.0,,,D,,,,15-AUG-2022,11-AUG-2022,,,0,,,4,874866,CORVEL CORP,CRVL,,0000874866,CRVL,,,2022-08-15
0000107815-22-000275,2045946,Common Stock,,2908.65,F2,,I,,ERSP,,15-AUG-2022,12-AUG-2022,,,0,,,4,783325,"WEC ENERGY GROUP, INC.",WEC,,0000783325,WEC,,,2022-08-15
0001870600-22-000041,2045520,Class A Common Stock,,118126.0,,,D,,,,15-AUG-2022,04-NOV-2021,,,0,,,4,1870600,"Solo Brands, Inc.",DTC,,0001870600,DTC,,,2022-08-15
0001593968-22-001341,2046022,Common Stock,,83843.0,,,I,,Trustees of The Surace/Rogers Family Trust,F3,15-AUG-2022,11-AUG-2022,,,,,,4,1397702,Silk Road Medical Inc,SILK,,0001397702,,,,2022-08-15
0001628280-22-022930,2045529,Common Stock,,158.96,F2,,I,,by 401(k) plan,,15-AUG-2022,11-AUG-2022,,,0,,,4,931015,Polaris Inc.,PII,,0000931015,PII,,,2022-08-15
0001014100-22-000048,2045632,Common Stock,,76.28,,,I,,By spouse as UTMA custodian for son,,15-AUG-2022,15-AUG-2022,,,0,,,4,763907,FIRST UNITED CORP/MD/,FUNC,,0000763907,FUNC,,,2022-08-15
0001014100-22-000048,2045633,Common Stock,,822.08,,,I,,By 401(k) plan,,15-AUG-2022,15-AUG-2022,,,0,,,4,763907,FIRST UNITED CORP/MD/,FUNC,,0000763907,FUNC,,,2022-08-15
0000904454-22-000441,2045583,Common Stock,,42618.0,,,D,,,,15-AUG-2022,11-AUG-2022,,,0,,,4,1596993,DORIAN LPG LTD.,LPG,,0001596993,LPG,,,2022-08-15
0001209191-22-045849,2045531,Common Stock,,5668.0,,,I,,,,15-AUG-2022,11-AUG-2022,,,0,,,4,1572334,Virginia National Bankshares Corp,VABK,,0001572334,VABK,,,2022-08-15
0001209191-22-045849,2045530,Common Stock,,2407.0,,,D,,By LLC,,15-AUG-2022,11-AUG-2022,,,0,,,4,1572334,Virginia National Bankshares Corp,VABK,,0001572334,VABK,,,2022-08-15
0000880984-22-000010,2045575,common stock,,4372017.0,,,I,,by LLC,F1,15-AUG-2022,12-AUG-2022,,,0,,,4,880984,"ACORN ENERGY, INC.",ACFN,,0000880984,ACFN,,,2022-08-15
0000880984-22-000010,2045574,common stock,,1366666.0,,,I,,by IRA,,15-AUG-2022,12-AUG-2022,,,0,,,4,880984,"ACORN ENERGY, INC.",ACFN,,0000880984,ACFN,,,2022-08-15
0000842633-22-000074,2045515,Common Stock,,7500.0,,,I,,By spouse,,15-AUG-2022,10-MAY-2022,,,0,,,4,842633,TRIMAS CORP,TRS,,0000842633,TRS,,,2022-08-15
0001104659-22-091430,2045557,"Common Stock, $0.0001 par value",,3275616.0,,,I,,By Funds,"F2, F1",15-AUG-2022,11-AUG-2022,,,0,,,4,1626971,"Corvus Pharmaceuticals, Inc.",CRVS,,0001626971,CRVS,,,2022-08-15
0001209191-22-045847,2045568,Common Stock,,164925.0,,,I,F4,By Spouse,F4,15-AUG-2022,03-AUG-2022,,,0,,,4,1300699,"Athenex, Inc.",ATNX,,0001300699,,,,2022-08-15
0001209191-22-045847,2045569,Common Stock,,107181.0,F5,,I,"F3, F5, F4",By Avalon Polytom (HK) Limited,"F3, F5, F4",15-AUG-2022,03-AUG-2022,,,0,,,4,1300699,"Athenex, Inc.",ATNX,,0001300699,,,,2022-08-15
0001209191-22-045847,2045567,Common Stock,,678880.0,,,I,"F3, F4",By Avalon Biomedical (Management) Limited,"F3, F4",15-AUG-2022,03-AUG-2022,,,0,,,4,1300699,"Athenex, Inc.",ATNX,,0001300699,,,,2022-08-15
0001104659-22-091427,2045636,Common Stock,,46874.0,F1,,D,,By spouse,,15-AUG-2022,20-JUL-2022,,0.0,,,,3,903419,ALERUS FINANCIAL CORP,ALRS,,0000903419,ALRS,,,2022-08-15
0001104659-22-091427,2045638,Common Stock,,21052.59,,,I,,,,15-AUG-2022,20-JUL-2022,,0.0,,,,3,903419,ALERUS FINANCIAL CORP,ALRS,,0000903419,ALRS,,,2022-08-15
0001104659-22-091427,2045637,Common Stock,,3000.0,,,I,,By the Alerus Financial Corporation Employee Stock Ownership Plan,,15-AUG-2022,20-JUL-2022,,0.0,,,,3,903419,ALERUS FINANCIAL CORP,ALRS,,0000903419,ALRS,,,2022-08-15
0001104659-22-091424,2045662,Common Stock,,5000.0,F2,,I,,By the Alerus Financial Corporation Employee Stock Ownership Plan,,15-AUG-2022,20-JUL-2022,,0.0,,,,3,903419,ALERUS FINANCIAL CORP,ALRS,,0000903419,ALRS,,,2022-08-15
0001104659-22-091424,2045661,Common Stock,,4852.0,F1,,D,,By spouse,,15-AUG-2022,20-JUL-2022,,0.0,,,,3,903419,ALERUS FINANCIAL CORP,ALRS,,0000903419,ALRS,,,2022-08-15
0001104659-22-091424,2045664,Common Stock,,3711.42,,,I,,,,15-AUG-2022,20-JUL-2022,,0.0,,,,3,903419,ALERUS FINANCIAL CORP,ALRS,,0000903419,ALRS,,,2022-08-15
0001104659-22-091424,2045663,Common Stock,,3089.98,,,I,,By the Alerus Financial Corporation Employee Stock Ownership Plan,F3,15-AUG-2022,20-JUL-2022,,0.0,,,,3,903419,ALERUS FINANCIAL CORP,ALRS,,0000903419,ALRS,,,2022-08-15
0000899243-22-028663,2045683,Common Stock,,17480.12,,,I,,By KSOP,F2,15-AUG-2022,11-AUG-2022,,,0,,,4,1604028,"ADVANCED DRAINAGE SYSTEMS, INC.",WMS,"Vice President, Controller and Chief Accounting Officer",0001604028,WMS,,,2022-08-15
0001562180-22-006087,2045587,Common Stock,,50000.0,,,I,,See Footnote,F1,15-AUG-2022,11-AUG-2022,,,false,,,4,1822462,Foghorn Therapeutics Inc.,FHTX,,0001822462,FHTX,,,2022-08-15
0001437749-22-020600,2045546,Seneca Foods Class B Common,,376.0,F2,,D,,By 401(k) Plan,F1,15-AUG-2022,12-AUG-2022,,,,,,4,88948,Seneca Foods Corp,SENEA,,0000088948,SENEL,,,2022-08-15
0001437749-22-020600,2045548,Seneca Foods Class B Common,,137.0,,,I,,,,15-AUG-2022,12-AUG-2022,,,,,,4,88948,Seneca Foods Corp,SENEA,,0000088948,SENEL,,,2022-08-15
0001437749-22-020600,2045547,Seneca Foods Class A Common,,564.0,,,I,,By 401(k) Plan,F1,15-AUG-2022,12-AUG-2022,,,,,,4,88948,Seneca Foods Corp,SENEA,,0000088948,SENEL,,,2022-08-15
0001437749-22-020599,2045465,Seneca Foods Class B Common,,376.0,,,I,,By 401-K Plan,F1,15-AUG-2022,12-AUG-2022,,,,,,4,88948,Seneca Foods Corp,SENEA,,0000088948,SENEL,,,2022-08-15
0001437749-22-020599,2045466,Seneca Foods Class A Common,,1545.0,,,I,,By 401-K Plan,F1,15-AUG-2022,12-AUG-2022,,,,,,4,88948,Seneca Foods Corp,SENEA,,0000088948,SENEL,,,2022-08-15
0001437749-22-020598,2045430,Seneca Foods Class A Common,,2160.0,,,I,,By 401-K Plan,F1,15-AUG-2022,12-AUG-2022,,,,,,4,88948,Seneca Foods Corp,SENEA,,0000088948,SENEL,,,2022-08-15
0001437749-22-020598,2045429,Seneca Foods Class B Common,,524.0,,,I,,By 401-K Plan,F1,15-AUG-2022,12-AUG-2022,,,,,,4,88948,Seneca Foods Corp,SENEA,,0000088948,SENEL,,,2022-08-15
0001624794-22-000065,2045533,Common Stock,,8500.0,,,I,,"JBA Family Partners, L.P.",,15-AUG-2022,15-AUG-2022,,,0,,,4,1624794,"CSW INDUSTRIALS, INC.",CSWI,,0001624794,CSW,,,2022-08-15
0000833079-22-000083,2045565,MTH Common Shares,,7501.0,F3,,D,,,,15-AUG-2022,15-AUG-2022,,,0,,,4,833079,Meritage Homes CORP,MTH,,0000833079,MTH,,,2022-08-15
0001404341-22-000019,2045703,Common Stock,,26500.0,,,I,,by spouse IRA,F4,15-AUG-2022,11-AUG-2022,,,0,,,4,1767258,"XPEL, Inc.",XPEL,,0001767258,XPEL,,,2022-08-15
0001404341-22-000019,2045702,Common Stock,,8010.0,,,I,,by Austin Adams (son),F3,15-AUG-2022,11-AUG-2022,,,0,,,4,1767258,"XPEL, Inc.",XPEL,,0001767258,XPEL,,,2022-08-15
0001127602-22-020961,2045678,Common Stock,,551.36,,,I,,401k Plan,,15-AUG-2022,11-AUG-2022,,,,,,4,1630805,"Babcock & Wilcox Enterprises, Inc.",BW,,0001630805,BWSN,,,2022-08-15
0001209191-22-045842,2045532,"Common Stock, $0.001 par value",,48.0,,,D,,,,15-AUG-2022,11-AUG-2022,,,0,,,4,1564406,"Oak Street Health, Inc.",OSH,,0001564406,,,,2022-08-15
0001679788-22-000088,2045697,Class A Common Stock,,522.0,,,D,,,,15-AUG-2022,11-AUG-2022,,,0,,,4,1679788,"Coinbase Global, Inc.",COIN,,0001679788,COIN,,,2022-08-15
0001248915-22-000124,2045560,Common Stock,,25986.0,,,I,,"Bangert Family Investments, LLLP",,15-AUG-2022,15-AUG-2022,,,0,,,4,875357,BOK FINANCIAL CORP,BOKF,,0000875357,BOKF,,,2022-08-15
0001209191-22-045839,2045666,Common Stock,,3741.52,F1,,D,,,,15-AUG-2022,12-AUG-2022,,,0,,,4,880417,CSB BANCORP INC /OH,CSBB,,0000880417,CSBB,,,2022-08-15
0001104659-22-091374,2045672,Class A Common Stock,,19053695.0,,,D,,,,15-AUG-2022,15-AUG-2022,,,0,,,4,1091667,"CHARTER COMMUNICATIONS, INC. /MO/",CHTR,,0001091667,CHTR,,,2022-08-15
0001127602-22-020953,2045712,Common Stock,,28321.0,,,I,,by Breber Family Trust,,15-AUG-2022,11-AUG-2022,,,,,,4,93410,CHEVRON CORP,CVX,,0000093410,CVX,,,2022-08-15
0001127602-22-020953,2045711,Common Stock,,18931.0,F1,,I,,by 401(k) plan,,15-AUG-2022,11-AUG-2022,,,,,,4,93410,CHEVRON CORP,CVX,,0000093410,CVX,,,2022-08-15
0000899243-22-028659,2045507,Common Stock,,1200.0,,,D,,,,15-AUG-2022,03-AUG-2022,,0.0,,,,3,1107421,"Alaunos Therapeutics, Inc.",TCRT,"Vice President, Technical Operations  Exhibit List - Exhibit 24 - Power of Attorney",0001107421,TCRT,,,2022-08-15
0001209191-22-045836,2045665,"Common Stock, $.01 par value",,21514.0,F2,,I,,401K,,15-AUG-2022,12-AUG-2022,,,0,,,4,717806,"FIRST US BANCSHARES, INC.",FUSB,,0000717806,FUSB,,,2022-08-15
0001104659-22-091368,2045620,Common Stock,,609256.0,,,I,,See Footnote,F2,15-AUG-2022,11-AUG-2022,,,0,,,4,1828536,"Energy Vault Holdings, Inc.",NRGV,,0001828536,NRGV,,,2022-08-15
0001104659-22-091365,2045713,Common Stock,,1483390.0,,,I,,"Held by Idealab Holdings, LLC",F2,15-AUG-2022,11-AUG-2022,,,0,,,4,1828536,"Energy Vault Holdings, Inc.",NRGV,,0001828536,NRGV,,,2022-08-15
0000109563-22-000100,2045627,Common Stock,,797.74,,,I,,Retirement Savings Plan,,15-AUG-2022,13-AUG-2022,,,0,,,4,109563,APPLIED INDUSTRIAL TECHNOLOGIES INC,AIT,,0000109563,AIT,,,2022-08-15
0001415889-22-008622,2045625,Common Stock,,7283.0,,,D,,,,15-AUG-2022,04-AUG-2022,,0.0,,,,3,1063761,SIMON PROPERTY GROUP INC /DE/,SPG,,0001063761,SPG-PJ,,,2022-08-15
0001415889-22-008622,2045626,Common Stock,,160.0,,,I,,401 (K) Plan,,15-AUG-2022,04-AUG-2022,,0.0,,,,3,1063761,SIMON PROPERTY GROUP INC /DE/,SPG,,0001063761,SPG-PJ,,,2022-08-15
0001209191-22-045831,2045501,Common Stock,,12934.0,F1,,D,,,,15-AUG-2022,05-AUG-2022,,0.0,,,,3,918646,EAGLE MATERIALS INC,EXP,,0000918646,EXP,,,2022-08-15
0001062993-22-018011,2045593,Common Stock,,5790.0,F4,,I,,By the Guzzi Family Irrevocable Trust,,15-AUG-2022,12-AUG-2022,,,,,,4,105634,"EMCOR Group, Inc.",EME,,0000105634,EME,,,2022-08-15
0001209191-22-045830,2045513,Common Stock,,16039.0,F1,,D,,,,15-AUG-2022,05-AUG-2022,,0.0,,,,3,918646,EAGLE MATERIALS INC,EXP,,0000918646,EXP,,,2022-08-15
0001127602-22-020941,2045511,Class A Common Stock,,9591.0,F4,,D,,,,15-AUG-2022,11-AUG-2022,,,,,,4,1766502,"Chewy, Inc.",CHWY,,0001766502,CHWY,,,2022-08-15
0001127602-22-020941,2045512,Class A Common Stock,,143392.0,F5,,D,,,,15-AUG-2022,11-AUG-2022,,,,,,4,1766502,"Chewy, Inc.",CHWY,,0001766502,CHWY,,,2022-08-15
0001127602-22-020941,2045510,Class A Common Stock,,4765.0,F3,,D,,,,15-AUG-2022,11-AUG-2022,,,,,,4,1766502,"Chewy, Inc.",CHWY,,0001766502,CHWY,,,2022-08-15
0001127602-22-020941,2045509,Class A Common Stock,,778.0,F2,,D,,,,15-AUG-2022,11-AUG-2022,,,,,,4,1766502,"Chewy, Inc.",CHWY,,0001766502,CHWY,,,2022-08-15
0001019056-22-000564,2045522,Common Stock,,498811.0,,,I,,,,15-AUG-2022,27-JUN-2022,,,1,,,4,1604868,GrowGeneration Corp.,GRWG,"This ""Exit"" Form 4 is voluntarily filed to report that the Reporting Person is no longer serving as a member of the board of directors of the Issuer, effective as of June 27, 2022, as the Reporting Person did not stand for re-election, and therefore is no longer subject to Section 16 reporting. The Reporting Person did not have any transactions in the Issuer's securities during the time that he was a Section 16 reporting person other than those previously disclosed in Form 4, filed on December 29, 2021, June 3, 2021, April 16, 2021, November 25, 2020, August 20, 2020, May 21, 2020 and December 26, 2019, and Form 3 filed on November 27, 2019.",0001604868,GRWG,,,2022-08-15
0001019056-22-000564,2045521,Common Stock,,38752.0,,,D,F2,See Footnotes,"F2, F1",15-AUG-2022,27-JUN-2022,,,1,,,4,1604868,GrowGeneration Corp.,GRWG,"This ""Exit"" Form 4 is voluntarily filed to report that the Reporting Person is no longer serving as a member of the board of directors of the Issuer, effective as of June 27, 2022, as the Reporting Person did not stand for re-election, and therefore is no longer subject to Section 16 reporting. The Reporting Person did not have any transactions in the Issuer's securities during the time that he was a Section 16 reporting person other than those previously disclosed in Form 4, filed on December 29, 2021, June 3, 2021, April 16, 2021, November 25, 2020, August 20, 2020, May 21, 2020 and December 26, 2019, and Form 3 filed on November 27, 2019.",0001604868,GRWG,,,2022-08-15
0001209191-22-045821,2045698,Common Stock,,500.0,F1,,D,,,,15-AUG-2022,12-AUG-2022,,,0,,,4,1400810,"HCI Group, Inc.",HCI,,0001400810,HCIIP,,,2022-08-15
