ACCESSION_NUMBER,NONDERIV_HOLDING_SK,SECURITY_TITLE,SECURITY_TITLE_FN,SHRS_OWND_FOLWNG_TRANS,SHRS_OWND_FOLWNG_TRANS_FN,VALU_OWND_FOLWNG_TRANS,VALU_OWND_FOLWNG_TRANS_FN,DIRECT_INDIRECT_OWNERSHIP,DIRECT_INDIRECT_OWNERSHIP_FN,NATURE_OF_OWNERSHIP,NATURE_OF_OWNERSHIP_FN,FILING_DATE,PERIOD_OF_REPORT,DATE_OF_ORIG_SUB,NO_SECURITIES_OWNED,NOT_SUBJECT_SEC16,FORM3_HOLDINGS_REPORTED,FORM4_TRANS_REPORTED,DOCUMENT_TYPE,ISSUERCIK,ISSUERNAME,ISSUERTRADINGSYMBOL,REMARKS,cik,ticker,sector,industry,filed_date
0001209191-20-061160,221104,Class B Common Stock,,10500.0,,,,I,,By Trust for Nicole Marie,F2,02-DEC-2020,01-DEC-2020,,,0,,,4,1224133,MARCHEX INC,MCHX,,0001224133,MCHX,,,2020-12-02
0000766829-20-000157,223199,Common Stock,,7003.0,,,,I,,By Katharine Armstrong as Trustee for the Katharine Armstrong Love Exempt Trust U/A/D 6/30/2009,,02-DEC-2020,18-NOV-2020,,,0,,,4,766829,SJW GROUP,SJW,,0000766829,HTO,,,2020-12-02
0001179110-20-011536,221822,Common Stock,,300.0,,,,I,,Based on 11/30/20 IRA Plan balance provided by Fidelity,,02-DEC-2020,30-NOV-2020,,,0,,,4,1130713,"OVERSTOCK.COM, INC",OSTK,,0001130713,BYON,,,2020-12-02
0001179110-20-011536,221823,Common Stock,,100.0,,,,I,,Based on 11/30/20 IRA Plan balance provided by Ameritrade,,02-DEC-2020,30-NOV-2020,,,0,,,4,1130713,"OVERSTOCK.COM, INC",OSTK,,0001130713,BYON,,,2020-12-02
0000920465-20-000160,132781,Common Stock,,9405490.0,,,,I,F2,By LP,F2,02-DEC-2020,30-NOV-2020,,,0,,,4,920465,LA JOLLA PHARMACEUTICAL CO,LJPC,,0000920465,,,,2020-12-02
0001738460-20-000030,133014,Class A Common Stock,,329827.0,,,,I,,See footnote,F4,02-DEC-2020,30-NOV-2020,,,0,,,4,1725579,"Pluralsight, Inc.",PS,,0001725579,,,,2020-12-02
0001209191-20-061157,156259,$.01 PV CLASS B STOCK,,704720.0,,,,D,,,,02-DEC-2020,02-DEC-2020,,,0,,,4,8063,ASTRONICS CORP,ATRO,,0000008063,ATROB,,,2020-12-02
0001209191-20-061151,257817,Common Stock,,0.0,,,,D,,,,02-DEC-2020,01-DEC-2020,,0.0,,,,3,910638,3D SYSTEMS CORP,DDD,Exhibit 24 - Power of Attorney,0000910638,DDD,,,2020-12-02
0000807249-20-000258,207510,Class B Common Stock,,18313741.0,F1,,,I,,,,02-DEC-2020,01-DEC-2020,,,,,,4,1060349,"GAMCO INVESTORS, INC. ET AL",GBL,,0001060349,GAMI,,,2020-12-02
0000807249-20-000258,207509,Class B Common Stock,,453295.0,F1,,,D,,,,02-DEC-2020,01-DEC-2020,,,,,,4,1060349,"GAMCO INVESTORS, INC. ET AL",GBL,,0001060349,GAMI,,,2020-12-02
0000807249-20-000258,207508,Class A Common Stock,,816501.0,,,,I,,"By: GGCP Holdings, LLC",F2,02-DEC-2020,01-DEC-2020,,,,,,4,1060349,"GAMCO INVESTORS, INC. ET AL",GBL,,0001060349,GAMI,,,2020-12-02
0000807249-20-000258,207506,Class A Common Stock,,8642.0,,,,D,,"By: GGCP, Inc.",,02-DEC-2020,01-DEC-2020,,,,,,4,1060349,"GAMCO INVESTORS, INC. ET AL",GBL,,0001060349,GAMI,,,2020-12-02
0000807249-20-000258,207507,Class A Common Stock,,21006.0,,,,I,,"By: Gabelli & Company Investment Advisers, Inc.",,02-DEC-2020,01-DEC-2020,,,,,,4,1060349,"GAMCO INVESTORS, INC. ET AL",GBL,,0001060349,GAMI,,,2020-12-02
0001747079-20-000147,154589,Common Stock,,3409.0,,,,I,,LLC,F3,02-DEC-2020,01-DEC-2020,,,0,,,4,1747079,Bally's Corp,BALY,,0001747079,BALY,,,2020-12-02
0001104659-20-131555,271227,Common Stock,,1030356.0,,,,I,,By WG Biotech ApS,F4,02-DEC-2020,01-DEC-2020,,,0,,,4,1722964,"Y-mAbs Therapeutics, Inc.",YMAB,,0001722964,YMAB,,,2020-12-02
0001437749-20-024716,245071,Common Stock,,48076.0,,,,D,,,,02-DEC-2020,30-NOV-2020,,,,,,4,728387,"Isoray, Inc.",ISR,,0000728387,CATX,,,2020-12-02
0001441683-20-000133,125453,Class A Common Stock,,19479.0,,,,I,,See Footnote,F4,02-DEC-2020,01-DEC-2020,,,0,,,4,1441683,APPIAN CORP,APPN,,0001441683,APPN,,,2020-12-02
0001441683-20-000133,125454,Class A Common Stock,,19479.0,,,,I,,See Footnote,F5,02-DEC-2020,01-DEC-2020,,,0,,,4,1441683,APPIAN CORP,APPN,,0001441683,APPN,,,2020-12-02
0001441683-20-000133,125455,Class A Common Stock,,19479.0,,,,I,,See Footnote,F6,02-DEC-2020,01-DEC-2020,,,0,,,4,1441683,APPIAN CORP,APPN,,0001441683,APPN,,,2020-12-02
0001441683-20-000133,125456,Class A Common Stock,,8443.0,,,,D,,,,02-DEC-2020,01-DEC-2020,,,0,,,4,1441683,APPIAN CORP,APPN,,0001441683,APPN,,,2020-12-02
0001161697-20-000510,207624,Common Stock,,3283593.0,,,,I,,"By Horton Freedom, L.P.",F2,02-DEC-2020,30-NOV-2020,,,0,,,4,704440,REPRO MED SYSTEMS INC,KRMD,"The filing of this statement shall not be construed as an admission (a) that the person filing this statement is, for the purposes of Section 16 of the Securities Exchange Act of 1934, as amended, the beneficial owner of any equity securities covered by this statement, or (b) that this statement is legally required to be filed by such person.",0000704440,KRMD,,,2020-12-02
0001161697-20-000510,207625,Common Stock,,1123110.0,,,,I,,"By Horton Capital Management, LLC",F2,02-DEC-2020,30-NOV-2020,,,0,,,4,704440,REPRO MED SYSTEMS INC,KRMD,"The filing of this statement shall not be construed as an admission (a) that the person filing this statement is, for the purposes of Section 16 of the Securities Exchange Act of 1934, as amended, the beneficial owner of any equity securities covered by this statement, or (b) that this statement is legally required to be filed by such person.",0000704440,KRMD,,,2020-12-02
0001209191-20-061142,138039,Common Stock,,100000.0,,,,I,,See Footnote,F2,02-DEC-2020,01-DEC-2020,,,0,,,4,1107843,"QUALYS, INC.",QLYS,,0001107843,QLYS,,,2020-12-02
0001209191-20-061139,204069,Class A Common Stock,,9548.0,F1,,,D,,,,02-DEC-2020,01-DEC-2020,,0.0,,,,3,1670349,"U.S. WELL SERVICES, INC.",USWS,,0001670349,,,,2020-12-02
0001288469-20-000254,249949,Common Stock,,396526.0,,,,I,,See footnote,F8,02-DEC-2020,30-NOV-2020,,,0,,,4,1288469,MAXLINEAR INC,MXL,,0001288469,MXL,,,2020-12-02
0001288469-20-000254,249950,Common Stock,,396526.0,,,,I,,See footnote,F9,02-DEC-2020,30-NOV-2020,,,0,,,4,1288469,MAXLINEAR INC,MXL,,0001288469,MXL,,,2020-12-02
0001288469-20-000254,249951,Common Stock,,18920.0,,,,I,,See footnote,F10,02-DEC-2020,30-NOV-2020,,,0,,,4,1288469,MAXLINEAR INC,MXL,,0001288469,MXL,,,2020-12-02
0001288469-20-000254,249948,Common Stock,,394891.0,,,,I,,See footnote,F7,02-DEC-2020,30-NOV-2020,,,0,,,4,1288469,MAXLINEAR INC,MXL,,0001288469,MXL,,,2020-12-02
0001288469-20-000254,249947,Common Stock,,394891.0,,,,I,,See footnoe,F6,02-DEC-2020,30-NOV-2020,,,0,,,4,1288469,MAXLINEAR INC,MXL,,0001288469,MXL,,,2020-12-02
0001288469-20-000254,249942,Common Stock,,467713.0,,,,I,,See footnote,F1,02-DEC-2020,30-NOV-2020,,,0,,,4,1288469,MAXLINEAR INC,MXL,,0001288469,MXL,,,2020-12-02
0001288469-20-000254,249945,Common Stock,,500000.0,,,,I,,See footnote,F4,02-DEC-2020,30-NOV-2020,,,0,,,4,1288469,MAXLINEAR INC,MXL,,0001288469,MXL,,,2020-12-02
0001288469-20-000254,249946,Common Stock,,500000.0,,,,I,,See footnote,F5,02-DEC-2020,30-NOV-2020,,,0,,,4,1288469,MAXLINEAR INC,MXL,,0001288469,MXL,,,2020-12-02
0001288469-20-000254,249943,Common Stock,,410731.0,,,,I,,See footnote,F2,02-DEC-2020,30-NOV-2020,,,0,,,4,1288469,MAXLINEAR INC,MXL,,0001288469,MXL,,,2020-12-02
0001288469-20-000254,249944,Common Stock,,410731.0,,,,I,,See footnote,F3,02-DEC-2020,30-NOV-2020,,,0,,,4,1288469,MAXLINEAR INC,MXL,,0001288469,MXL,,,2020-12-02
0001476765-20-000200,249667,"Common Stock, par value $0.001 per share",,2956200.06,,,,I,,"By GEMS Fund 4, L.P.",F2,02-DEC-2020,30-NOV-2020,,,0,,,4,1476765,"GOLUB CAPITAL BDC, Inc.",GBDC,,0001476765,GBDC,,,2020-12-02
0001476765-20-000200,249668,"Common Stock, par value $0.001 per share",,1305847.16,,,,I,,By GCOP LLC,F3,02-DEC-2020,30-NOV-2020,,,0,,,4,1476765,"GOLUB CAPITAL BDC, Inc.",GBDC,,0001476765,GBDC,,,2020-12-02
0001476765-20-000200,249669,"Common Stock, par value $0.001 per share",,4544626.76,,,,I,,"By GEMS Fund, L.P.",F4,02-DEC-2020,30-NOV-2020,,,0,,,4,1476765,"GOLUB CAPITAL BDC, Inc.",GBDC,,0001476765,GBDC,,,2020-12-02
0001476765-20-000199,179398,"Common Stock, par value $0.001 per share",,4544626.76,,,,I,,"By GEMS Fund, L.P.",F4,02-DEC-2020,30-NOV-2020,,,0,,,4,1476765,"GOLUB CAPITAL BDC, Inc.",GBDC,,0001476765,GBDC,,,2020-12-02
0001476765-20-000199,179399,"Common Stock, par value $0.001 per share",,125388.95,,,,D,,,,02-DEC-2020,30-NOV-2020,,,0,,,4,1476765,"GOLUB CAPITAL BDC, Inc.",GBDC,,0001476765,GBDC,,,2020-12-02
0001476765-20-000199,179396,"Common Stock, par value $0.001 per share",,2956200.06,,,,I,,"By GEMS Fund 4, L.P.",F2,02-DEC-2020,30-NOV-2020,,,0,,,4,1476765,"GOLUB CAPITAL BDC, Inc.",GBDC,,0001476765,GBDC,,,2020-12-02
0001476765-20-000199,179397,"Common Stock, par value $0.001 per share",,1305847.16,,,,I,,By GCOP LLC,F3,02-DEC-2020,30-NOV-2020,,,0,,,4,1476765,"GOLUB CAPITAL BDC, Inc.",GBDC,,0001476765,GBDC,,,2020-12-02
0001127602-20-030281,173823,Common Stock,,120000.0,,,,I,,By LP,,02-DEC-2020,05-NOV-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-12-02
0001127602-20-030281,173822,Common Stock,,45987.51,,,,I,,By Benefit Plan,,02-DEC-2020,05-NOV-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-12-02
0001127602-20-030281,173821,Common Stock,,9687.22,,,,I,,By 401(k),,02-DEC-2020,05-NOV-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-12-02
0000950138-20-000496,259628,Common Stock,,1743.13,,,,I,,401(k) excess plan,,02-DEC-2020,01-DEC-2020,,,,,,4,32604,EMERSON ELECTRIC CO,EMR,,0000032604,EMR,,,2020-12-02
0000950138-20-000496,259627,Common Stock,,691.3,,,,I,,401(k) plan,,02-DEC-2020,01-DEC-2020,,,,,,4,32604,EMERSON ELECTRIC CO,EMR,,0000032604,EMR,,,2020-12-02
0001209191-20-061126,150679,Common Stock,,5324.0,F2,,,I,,By Kinney 2020 Husband Trust,,02-DEC-2020,30-NOV-2020,,,0,,,4,1408198,MSCI Inc.,MSCI,,0001408198,MSCI,,,2020-12-02
0000849146-20-000181,271267,Common Stock,,196.0,,,,I,,By Son (F.M.),,02-DEC-2020,01-DEC-2020,,,0,,,4,849146,Lifevantage Corp,LFVN,,0000849146,LFVN,,,2020-12-02
0000849146-20-000181,271269,Common Stock,,195.0,,,,I,,By Son (D.M.),,02-DEC-2020,01-DEC-2020,,,0,,,4,849146,Lifevantage Corp,LFVN,,0000849146,LFVN,,,2020-12-02
0000849146-20-000181,271271,Common Stock,,54.0,,,,I,,By Son (D.W.M.),,02-DEC-2020,01-DEC-2020,,,0,,,4,849146,Lifevantage Corp,LFVN,,0000849146,LFVN,,,2020-12-02
0000849146-20-000181,271268,Common Stock,,195.0,,,,I,,By Son (A.M.),,02-DEC-2020,01-DEC-2020,,,0,,,4,849146,Lifevantage Corp,LFVN,,0000849146,LFVN,,,2020-12-02
0000849146-20-000181,271270,Common Stock,,54.0,,,,I,,By Daughter (A.P.M.),,02-DEC-2020,01-DEC-2020,,,0,,,4,849146,Lifevantage Corp,LFVN,,0000849146,LFVN,,,2020-12-02
0001127602-20-030280,267285,Common Stock,,423.86,,,,I,,By 401(k),,02-DEC-2020,30-NOV-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-12-02
0001127602-20-030280,267286,Common Stock,,8931.0,,,,D,,,,02-DEC-2020,30-NOV-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-12-02
0001209191-20-061111,137634,Common Stock,,1795017.0,,,,I,,by Red Fish Blue Fish Revocable Trust,,02-DEC-2020,01-DEC-2020,,,0,,,4,1422143,"Kura Oncology, Inc.",KURA,,0001422143,KURA,,,2020-12-02
0001567619-20-020558,242320,"Common Stock, $0.01 par value",,748548.0,F5,,,D,,,,02-DEC-2020,01-DEC-2020,,,0,,,4,1600033,"e.l.f. Beauty, Inc.",ELF,,0001600033,ELF,,,2020-12-02
0001127602-20-030279,269245,Common Stock,,64346.0,,,,D,,,,02-DEC-2020,30-NOV-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-12-02
0001127602-20-030279,269244,Common Stock,,3512.69,,,,I,,By 401(k),,02-DEC-2020,30-NOV-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-12-02
0001209191-20-061108,266261,Common Stock,,15238782.0,,,,I,F2,By LP,F2,02-DEC-2020,30-NOV-2020,,,0,,,4,1717452,"Odonate Therapeutics, Inc.",ODT,,0001717452,,,,2020-12-02
0001209191-20-061106,249219,Common Stock,,15238782.0,,,,I,F2,By LP,F2,02-DEC-2020,30-NOV-2020,,,0,,,4,1717452,"Odonate Therapeutics, Inc.",ODT,,0001717452,,,,2020-12-02
0000063754-20-000207,217494,Common Stock - Voting,,62061.19,F1,,,D,,,,02-DEC-2020,30-NOV-2020,,,,,,4,63754,MCCORMICK & CO INC,MKC,,0000063754,MKC-V,,,2020-12-02
0000063754-20-000207,217495,Common Stock - Non Voting,,558.72,F1,,,D,,,,02-DEC-2020,30-NOV-2020,,,,,,4,63754,MCCORMICK & CO INC,MKC,,0000063754,MKC-V,,,2020-12-02
0001127602-20-030278,150841,Common Stock,,153045.0,,,,I,,By Joint Trust,,02-DEC-2020,30-NOV-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-12-02
0001127602-20-030278,150840,Common Stock,,7164.97,,,,I,,By 401(k),,02-DEC-2020,30-NOV-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-12-02
0001127602-20-030277,172162,Common Stock,,62963.0,,,,D,,,,02-DEC-2020,30-NOV-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-12-02
0001127602-20-030277,172161,Common Stock,,6925.24,,,,I,,By 401(k),,02-DEC-2020,30-NOV-2020,,,,,,4,732717,AT&T INC.,T,,0000732717,T-PC,,,2020-12-02
0001567619-20-020555,126531,Common,,52.0,,,,I,,By Son,,02-DEC-2020,01-DEC-2020,,,0,,,4,354963,SHENANDOAH TELECOMMUNICATIONS CO/VA/,SHEN,,0000354963,SHEN,,,2020-12-02
0001209191-20-061101,267337,Common Stock,,56400.0,,,,I,,"By trust for benefit of reporting person, his children, and his minor child",,02-DEC-2020,01-DEC-2020,,,0,,,4,1169445,COMPUTER PROGRAMS & SYSTEMS INC,CPSI,,0001169445,TBRG,,,2020-12-02
0001567619-20-020554,150604,Common Stock,,8899.0,F5,,,I,,By ESOP,,02-DEC-2020,01-DEC-2020,,,0,,,4,1617242,Kearny Financial Corp.,KRNY,,0001617242,KRNY,,,2020-12-02
0001567619-20-020554,150603,Common Stock,,6353.0,F5,,,I,,By 401(k),,02-DEC-2020,01-DEC-2020,,,0,,,4,1617242,Kearny Financial Corp.,KRNY,,0001617242,KRNY,,,2020-12-02
0001209191-20-061095,269634,Common Stock,,200.0,,,,I,,As custodian for son,,02-DEC-2020,01-DEC-2020,,,0,,,4,1169445,COMPUTER PROGRAMS & SYSTEMS INC,CPSI,,0001169445,TBRG,,,2020-12-02
0001209191-20-061095,269635,Common Stock,,200.0,,,,I,,As custodian for minor son,,02-DEC-2020,01-DEC-2020,,,0,,,4,1169445,COMPUTER PROGRAMS & SYSTEMS INC,CPSI,,0001169445,TBRG,,,2020-12-02
0001209191-20-061095,269633,Common Stock,,200.0,,,,I,,As custodian for daughter,,02-DEC-2020,01-DEC-2020,,,0,,,4,1169445,COMPUTER PROGRAMS & SYSTEMS INC,CPSI,,0001169445,TBRG,,,2020-12-02
0001209191-20-061095,269632,Common Stock,,100.0,,,,I,,By wife,,02-DEC-2020,01-DEC-2020,,,0,,,4,1169445,COMPUTER PROGRAMS & SYSTEMS INC,CPSI,,0001169445,TBRG,,,2020-12-02
0001567619-20-020552,195383,Common Stock,,294.0,F3,,,I,,By BEP,,02-DEC-2020,01-DEC-2020,,,0,,,4,1617242,Kearny Financial Corp.,KRNY,,0001617242,KRNY,,,2020-12-02
0001567619-20-020552,195382,Common Stock,,46541.0,F3,,,I,,By ESOP,,02-DEC-2020,01-DEC-2020,,,0,,,4,1617242,Kearny Financial Corp.,KRNY,,0001617242,KRNY,,,2020-12-02
0001567619-20-020552,195381,Common Stock,,12579.0,F3,,,I,,By 401(k),,02-DEC-2020,01-DEC-2020,,,0,,,4,1617242,Kearny Financial Corp.,KRNY,,0001617242,KRNY,,,2020-12-02
0001567619-20-020550,142580,Common Stock,,47306.0,F3,,,I,,By ESOP,,02-DEC-2020,01-DEC-2020,,,0,,,4,1617242,Kearny Financial Corp.,KRNY,,0001617242,KRNY,,,2020-12-02
0001567619-20-020550,142581,Common Stock,,1253.0,F3,,,I,,By BEP,,02-DEC-2020,01-DEC-2020,,,0,,,4,1617242,Kearny Financial Corp.,KRNY,,0001617242,KRNY,,,2020-12-02
0001567619-20-020550,142579,Common Stock,,22364.0,F3,,,I,,By 401(k),,02-DEC-2020,01-DEC-2020,,,0,,,4,1617242,Kearny Financial Corp.,KRNY,,0001617242,KRNY,,,2020-12-02
0001720088-20-000024,141242,Common Stock,,315000.0,,,,I,,By Spouse,,02-DEC-2020,02-DEC-2020,,,0,,,4,1092570,FULLNET COMMUNICATIONS INC,FULO,,0001092570,FULO,,,2020-12-02
0001567619-20-020548,148064,Common Stock,,21160.0,F3,,,I,,By ESOP,,02-DEC-2020,01-DEC-2020,,,0,,,4,1617242,Kearny Financial Corp.,KRNY,,0001617242,KRNY,,,2020-12-02
0001567619-20-020548,148065,Common Stock,,10000.0,,,,I,,By IRA,,02-DEC-2020,01-DEC-2020,,,0,,,4,1617242,Kearny Financial Corp.,KRNY,,0001617242,KRNY,,,2020-12-02
0001567619-20-020548,148066,Common Stock,,780.0,F3,,,I,,By BEP,,02-DEC-2020,01-DEC-2020,,,0,,,4,1617242,Kearny Financial Corp.,KRNY,,0001617242,KRNY,,,2020-12-02
0001078782-20-000938,153219,Common Stock,,2000000.0,,,,D,,,,02-DEC-2020,08-OCT-2020,,0.0,,,,3,1576873,AMERICAN BATTERY METALS CORP,ABML,,0001576873,ABAT,,,2020-12-02
0001567619-20-020546,127834,Common Stock,,100.0,,,,I,,By Spouse,,02-DEC-2020,01-DEC-2020,,,0,,,4,1617242,Kearny Financial Corp.,KRNY,,0001617242,KRNY,,,2020-12-02
0001567619-20-020546,127832,Common Stock,,1173.0,F3,,,I,,By 401(k),,02-DEC-2020,01-DEC-2020,,,0,,,4,1617242,Kearny Financial Corp.,KRNY,,0001617242,KRNY,,,2020-12-02
0001567619-20-020546,127833,Common Stock,,3889.0,F3,,,I,,By ESOP,,02-DEC-2020,01-DEC-2020,,,0,,,4,1617242,Kearny Financial Corp.,KRNY,,0001617242,KRNY,,,2020-12-02
0001567619-20-020544,193281,Common Stock,,107477.0,F3,,,I,,By 401(k),,02-DEC-2020,01-DEC-2020,,,0,,,4,1617242,Kearny Financial Corp.,KRNY,,0001617242,KRNY,,,2020-12-02
0001567619-20-020544,193282,Common Stock,,44526.0,F3,,,I,,By ESOP,,02-DEC-2020,01-DEC-2020,,,0,,,4,1617242,Kearny Financial Corp.,KRNY,,0001617242,KRNY,,,2020-12-02
0001567619-20-020544,193283,Common Stock,,13377.0,F3,,,I,,By BEP,,02-DEC-2020,01-DEC-2020,,,0,,,4,1617242,Kearny Financial Corp.,KRNY,,0001617242,KRNY,,,2020-12-02
0001567619-20-020544,193284,Common Stock,,4417.0,,,,I,,By Daughter,,02-DEC-2020,01-DEC-2020,,,0,,,4,1617242,Kearny Financial Corp.,KRNY,,0001617242,KRNY,,,2020-12-02
0000063754-20-000206,177259,Common Stock - Non Voting,,5995.75,F1,,,D,,,,02-DEC-2020,30-NOV-2020,,,,,,4,63754,MCCORMICK & CO INC,MKC,,0000063754,MKC-V,,,2020-12-02
0000063754-20-000206,177258,Common Stock - Voting,,4441.18,F1,,,I,,,,02-DEC-2020,30-NOV-2020,,,,,,4,63754,MCCORMICK & CO INC,MKC,,0000063754,MKC-V,,,2020-12-02
0000063754-20-000206,177257,Common Stock - Voting,,66419.34,F1,,,D,,401(k) Retirement Plan,,02-DEC-2020,30-NOV-2020,,,,,,4,63754,MCCORMICK & CO INC,MKC,,0000063754,MKC-V,,,2020-12-02
0000063754-20-000205,117707,Common Stock - Voting,,36540.0,F1,,,D,,,,02-DEC-2020,30-NOV-2020,,,,,,4,63754,MCCORMICK & CO INC,MKC,,0000063754,MKC-V,,,2020-12-02
0000063754-20-000205,117708,Common Stock - Non Voting,,406.0,F1,,,D,,,,02-DEC-2020,30-NOV-2020,,,,,,4,63754,MCCORMICK & CO INC,MKC,,0000063754,MKC-V,,,2020-12-02
0001567619-20-020542,223604,Common Stock,,16388.0,F3,,,I,,By ESOP,,02-DEC-2020,01-DEC-2020,,,0,,,4,1617242,Kearny Financial Corp.,KRNY,,0001617242,KRNY,,,2020-12-02
0001567619-20-020542,223603,Common Stock,,5625.0,F3,,,I,,By 401(k),,02-DEC-2020,01-DEC-2020,,,0,,,4,1617242,Kearny Financial Corp.,KRNY,,0001617242,KRNY,,,2020-12-02
0000063754-20-000204,143978,Common Stock - Voting,,3546.0,F1,,,D,,,,02-DEC-2020,30-NOV-2020,,,,,,4,63754,MCCORMICK & CO INC,MKC,,0000063754,MKC-V,,,2020-12-02
0000063754-20-000204,143979,Common Stock - Non Voting,,78.0,F1,,,D,,,,02-DEC-2020,30-NOV-2020,,,,,,4,63754,MCCORMICK & CO INC,MKC,,0000063754,MKC-V,,,2020-12-02
0000063754-20-000203,152658,Common Stock - Non Voting,,416.87,F3,,,D,,,,02-DEC-2020,30-NOV-2020,,,,,,4,63754,MCCORMICK & CO INC,MKC,,0000063754,MKC-V,,,2020-12-02
0000063754-20-000202,147334,Common Stock - Voting,,18398.0,F1,,,D,,,,02-DEC-2020,30-NOV-2020,,,,,,4,63754,MCCORMICK & CO INC,MKC,,0000063754,MKC-V,,,2020-12-02
0000063754-20-000201,140100,Common Stock - Voting,,171396.0,F1,,,D,,IRA,,02-DEC-2020,30-NOV-2020,,,,,,4,63754,MCCORMICK & CO INC,MKC,,0000063754,MKC-V,,,2020-12-02
0000063754-20-000201,140102,Common Stock - Voting,,14455.5,F1,,,I,,By 2020 GRAT A,,02-DEC-2020,30-NOV-2020,,,,,,4,63754,MCCORMICK & CO INC,MKC,,0000063754,MKC-V,,,2020-12-02
0000063754-20-000201,140103,Common Stock - Voting,,14000.0,F1,,,I,,By 2020 GRAT B,,02-DEC-2020,30-NOV-2020,,,,,,4,63754,MCCORMICK & CO INC,MKC,,0000063754,MKC-V,,,2020-12-02
0000063754-20-000201,140104,Common Stock - Voting,,14000.0,F1,,,I,,,,02-DEC-2020,30-NOV-2020,,,,,,4,63754,MCCORMICK & CO INC,MKC,,0000063754,MKC-V,,,2020-12-02
0000063754-20-000201,140101,Common Stock - Voting,,25000.0,F1,,,I,,401(k) Retirement Plan,,02-DEC-2020,30-NOV-2020,,,,,,4,63754,MCCORMICK & CO INC,MKC,,0000063754,MKC-V,,,2020-12-02
0001209191-20-061085,144870,Common Stock,,151.4,F1,,,I,,Held in trust pursuant to the Employee Stock Ownership Plan.,,02-DEC-2020,01-DEC-2020,,,0,,,4,922224,PPL Corp,PPL,,0000922224,,,,2020-12-02
0001209191-20-061085,144871,Common Stock,,12824.0,,,,I,,Held in trust for benefit of Mr. Spence's wife.,,02-DEC-2020,01-DEC-2020,,,0,,,4,922224,PPL Corp,PPL,,0000922224,,,,2020-12-02
0000063754-20-000200,189892,Common Stock Voting,,30672.0,F2,,,D,,,,02-DEC-2020,30-NOV-2020,,,,,,4,63754,MCCORMICK & CO INC,MKC,,0000063754,MKC-V,,,2020-12-02
0000063754-20-000200,189893,Common Stock - Non Voting,,1736.0,F2,,,D,,,,02-DEC-2020,30-NOV-2020,,,,,,4,63754,MCCORMICK & CO INC,MKC,,0000063754,MKC-V,,,2020-12-02
0000716643-20-000082,263270,Common Stock,,72249.0,,,,D,,,,02-DEC-2020,30-NOV-2020,,0.0,,,,3,716643,REGIS CORP,RGS,,0000716643,RGS,,,2020-12-02
0000899243-20-032488,169779,"Common stock, par value $0.00001 per share",,10811.0,F1,,,D,,,,02-DEC-2020,23-NOV-2020,,0.0,,,,3,1529864,"Enova International, Inc.",ENVA,,0001529864,ENVA,,,2020-12-02
0000050725-20-000072,188686,Common Stock,,2439.0,F2,,,I,,by ESOP,,02-DEC-2020,30-NOV-2020,,,0,,,4,50725,GRIFFON CORP,GFF,,0000050725,GFF,,,2020-12-02
0000050725-20-000071,256923,Common Stock,,2570.0,F2,,,I,,By ESOP,,02-DEC-2020,30-NOV-2020,,,0,,,4,50725,GRIFFON CORP,GFF,,0000050725,GFF,,,2020-12-02
0000050725-20-000070,243575,Common Stock,,1166.0,F2,,,I,,By ESOP,,02-DEC-2020,30-NOV-2020,,,0,,,4,50725,GRIFFON CORP,GFF,,0000050725,GFF,,,2020-12-02
0001209191-20-061080,117526,Class A Common Stock,,14851.0,,,,I,,401(k) Plan,,02-DEC-2020,02-DEC-2020,,,0,,,4,800457,DONEGAL GROUP INC,DGICA,,0000800457,DGICB,,,2020-12-02
0001209191-20-061074,160964,Common Stock,,49822.0,,,,I,,By Lance Family Trust,,02-DEC-2020,30-NOV-2020,,,0,,,4,1163165,CONOCOPHILLIPS,COP,,0001163165,COP,,,2020-12-02
0001209191-20-061074,160965,Common Stock,,15280.63,F2,,,I,,By ConocoPhillips Savings Plan,,02-DEC-2020,30-NOV-2020,,,0,,,4,1163165,CONOCOPHILLIPS,COP,,0001163165,COP,,,2020-12-02
0001209191-20-061073,202914,Common Stock,,22797.0,,,,D,,,,02-DEC-2020,01-DEC-2020,,,0,,,4,56873,KROGER CO,KR,,0000056873,KR,,,2020-12-02
0001209191-20-061071,264471,Common Stock,,24845.0,,,,D,,,,02-DEC-2020,01-DEC-2020,,,0,,,4,56873,KROGER CO,KR,,0000056873,KR,,,2020-12-02
0001209191-20-061070,123742,Common Stock,,113320.0,,,,D,,,,02-DEC-2020,01-DEC-2020,,,0,,,4,56873,KROGER CO,KR,,0000056873,KR,,,2020-12-02
