ACCESSION_NUMBER,NONDERIV_HOLDING_SK,SECURITY_TITLE,SECURITY_TITLE_FN,TRANS_FORM_TYPE,SHRS_OWND_FOLWNG_TRANS,SHRS_OWND_FOLWNG_TRANS_FN,VALU_OWND_FOLWNG_TRANS,VALU_OWND_FOLWNG_TRANS_FN,DIRECT_INDIRECT_OWNERSHIP,DIRECT_INDIRECT_OWNERSHIP_FN,NATURE_OF_OWNERSHIP,NATURE_OF_OWNERSHIP_FN,FILING_DATE,PERIOD_OF_REPORT,DATE_OF_ORIG_SUB,NO_SECURITIES_OWNED,NOT_SUBJECT_SEC16,FORM3_HOLDINGS_REPORTED,FORM4_TRANS_REPORTED,DOCUMENT_TYPE,ISSUERCIK,ISSUERNAME,ISSUERTRADINGSYMBOL,REMARKS,cik,ticker,sector,industry,filed_date
0001209191-19-057300,190051,Common Stock,,,14075269.0,,,,I,F2,By LP,F2,19-NOV-2019,15-NOV-2019,,,0,,,4,1717452,"Odonate Therapeutics, Inc.",ODT,,0001717452,,,,2019-11-19
0001179110-19-011874,129862,"Common Stock, par value $0.025 per share",,,27903.0,,,,I,,Held by Reporting Person's wife,F2,19-NOV-2019,18-NOV-2019,,,0,,,4,701374,Six Flags Entertainment Corp,SIX,,0000701374,,,,2019-11-19
0001179110-19-011874,129861,"Common Stock, par value $0.025 per share",,,5036.0,,,,I,,Held by Reporting Person's profit sharing plan,,19-NOV-2019,18-NOV-2019,,,0,,,4,701374,Six Flags Entertainment Corp,SIX,,0000701374,,,,2019-11-19
0001179110-19-011874,129860,"Common Stock, par value $0.025 per share",,,22054.0,,,,I,,Held by Reporting Person's defined benefit pension plan,,19-NOV-2019,18-NOV-2019,,,0,,,4,701374,Six Flags Entertainment Corp,SIX,,0000701374,,,,2019-11-19
0001225208-19-014676,260188,Common Stock,,,28101.86,,,,I,,By Spouse,,19-NOV-2019,18-NOV-2019,,,,,,4,1350593,"Mueller Water Products, Inc.",MWA,zakaspoa.txt,0001350593,MWA,,,2019-11-19
0001209191-19-057290,218873,Common Stock,,,8.0,,,,I,,See Footnote,F1,19-NOV-2019,16-NOV-2019,,,0,,,4,1740332,"RESIDEO TECHNOLOGIES, INC.",REZI,,0001740332,REZI,,,2019-11-19
0000899243-19-027600,189804,"Common Stock, par value $.01 per share",,,535.8,,,,I,,,,19-NOV-2019,15-NOV-2019,,,0,,,4,1018724,AMAZON COM INC,AMZN,"The reporting person undertakes to provide, upon request by the staff of the SEC, the issuer, or a security holder of the issuer, full information regarding the number of shares transacted at each price, with respect to all transactions reported on this Form 4.",0001018724,AMZN,Consumer Cyclical,Internet Retail,2019-11-19
0000899243-19-027600,189803,"Common Stock, par value $.01 per share",,,30808.0,,,,I,,Held by the reporting person's Amazon.com 401(k) plan account,,19-NOV-2019,15-NOV-2019,,,0,,,4,1018724,AMAZON COM INC,AMZN,"The reporting person undertakes to provide, upon request by the staff of the SEC, the issuer, or a security holder of the issuer, full information regarding the number of shares transacted at each price, with respect to all transactions reported on this Form 4.",0001018724,AMZN,Consumer Cyclical,Internet Retail,2019-11-19
0000899243-19-027600,189802,"Common Stock, par value $.01 per share",,,10000.0,,,,D,,In trust,,19-NOV-2019,15-NOV-2019,,,0,,,4,1018724,AMAZON COM INC,AMZN,"The reporting person undertakes to provide, upon request by the staff of the SEC, the issuer, or a security holder of the issuer, full information regarding the number of shares transacted at each price, with respect to all transactions reported on this Form 4.",0001018724,AMZN,Consumer Cyclical,Internet Retail,2019-11-19
0001079973-19-000601,187237,Common Stock,,,173313.0,,,,D,,,,19-NOV-2019,18-NOV-2019,,,0,,,4,1128189,"ProtoKinetix, Inc.",PKTX,,0001128189,PKTX,,,2019-11-19
0001209191-19-057283,190402,$.0001 par value common stock,,,1976.0,F3,,,I,,By 401(k),,19-NOV-2019,15-NOV-2019,,,0,,,4,797721,VIASAT INC,VSAT,,0000797721,VSAT,,,2019-11-19
0001209191-19-057275,168394,Common Stock,,,31270.0,,,,I,,By Lund family LLC,,19-NOV-2019,15-NOV-2019,,,0,,,4,816761,TERADATA CORP /DE/,TDC,,0000816761,TDC,,,2019-11-19
0001127602-19-033274,184964,"Common Stock, par value $.01 per share",,,490.12,,,,I,,Held by the reporting person's Amazon.com 401(k) plan account,,19-NOV-2019,15-NOV-2019,,,,,,4,1018724,AMAZON COM INC,AMZN,"The reporting person undertakes to provide, upon request by the staff of the SEC, the issuer, or a security holder of the issuer, full information regarding the number of shares transacted at each price, with respect to all transactions reported on this Form 4.",0001018724,AMZN,Consumer Cyclical,Internet Retail,2019-11-19
0001127602-19-033267,188318,"Common Stock, par value $.01 per share",,,18015.0,,,,I,,In trust,,19-NOV-2019,15-NOV-2019,,,,,,4,1018724,AMAZON COM INC,AMZN,"The reporting person undertakes to provide, upon request by the staff of the SEC, the issuer, or a security holder of the issuer, full information regarding the number of shares transacted at each price, with respect to all transactions reported on this Form 4.",0001018724,AMZN,Consumer Cyclical,Internet Retail,2019-11-19
0001127602-19-033267,188319,"Common Stock, par value $.01 per share",,,477.65,,,,I,,Held by the reporting person's Amazon.com 401(k) plan account,,19-NOV-2019,15-NOV-2019,,,,,,4,1018724,AMAZON COM INC,AMZN,"The reporting person undertakes to provide, upon request by the staff of the SEC, the issuer, or a security holder of the issuer, full information regarding the number of shares transacted at each price, with respect to all transactions reported on this Form 4.",0001018724,AMZN,Consumer Cyclical,Internet Retail,2019-11-19
0001127602-19-033266,220393,Common,,,36667.0,,,,D,,,,19-NOV-2019,15-NOV-2019,,0.0,,,,3,104169,Walmart Inc.,WMT,,0000104169,WMT,Consumer Defensive,Discount Stores,2019-11-19
0001127602-19-033264,163818,Common Stock,,,87945.0,,,,D,,,,19-NOV-2019,15-NOV-2019,,,,,,4,1128928,FLOWERS FOODS INC,FLO,,0001128928,FLO,,,2019-11-19
0001209191-19-057268,186393,$.0001 par value common stock,,,2592.0,F3,,,I,,By 401(k),,19-NOV-2019,15-NOV-2019,,,0,,,4,797721,VIASAT INC,VSAT,,0000797721,VSAT,,,2019-11-19
0001209191-19-057266,135390,Class A Common Stock,,,2005.0,,,,D,,,,19-NOV-2019,18-NOV-2019,,,0,,,4,877212,ZEBRA TECHNOLOGIES CORP,ZBRA,,0000877212,ZBRA,,,2019-11-19
0001209191-19-057265,233986,Common Stock,,,6262.0,,,,D,,,,19-NOV-2019,08-NOV-2019,,,0,,,4,1124140,EXACT SCIENCES CORP,EXAS,,0001124140,EXAS,,,2019-11-19
0001127602-19-033257,228666,"Common Stock, par value $.01 per share",,,69.45,,,,I,,Held by the reporting person's Amazon.com 401(k) plan account,,19-NOV-2019,15-NOV-2019,,,,,,4,1018724,AMAZON COM INC,AMZN,,0001018724,AMZN,Consumer Cyclical,Internet Retail,2019-11-19
0001209191-19-057262,133255,$.0001 par value common stock,,,342.0,F3,,,I,,By 401(k),,19-NOV-2019,15-NOV-2019,,,0,,,4,797721,VIASAT INC,VSAT,,0000797721,VSAT,,,2019-11-19
0001079973-19-000597,141050,Common Stock,,,1850000.0,,,,I,,,,19-NOV-2019,18-NOV-2019,,,0,,,4,1128189,"ProtoKinetix, Inc.",PKTX,,0001128189,PKTX,,,2019-11-19
0001079973-19-000597,141049,Common Stock,,,61353833.0,,,,D,,See footnote,F2,19-NOV-2019,18-NOV-2019,,,0,,,4,1128189,"ProtoKinetix, Inc.",PKTX,,0001128189,PKTX,,,2019-11-19
0001079973-19-000597,141048,Common Stock,,,6467883.0,,,,I,,See footnote,F1,19-NOV-2019,18-NOV-2019,,,0,,,4,1128189,"ProtoKinetix, Inc.",PKTX,,0001128189,PKTX,,,2019-11-19
0001209191-19-057257,192123,$.0001 par value common stock,,,657.0,F3,,,I,,By 401(k),,19-NOV-2019,15-NOV-2019,,,0,,,4,797721,VIASAT INC,VSAT,,0000797721,VSAT,,,2019-11-19
0000925421-19-000301,214281,Common Stock,,,190015.0,,,,D,,,,19-NOV-2019,15-NOV-2019,,,,,,4,39899,TEGNA INC,TGNA,,0000039899,TGNA,,,2019-11-19
0001530950-19-000254,228467,Common Stock,,,6637.47,,,,I,,By 401(k) Plan,,19-NOV-2019,16-NOV-2019,,,0,,,4,1530950,"Post Holdings, Inc.",POST,,0001530950,POST,,,2019-11-19
0001530950-19-000253,216036,Common Stock,,,682.7,,,,I,,By 401(k) Plan,,19-NOV-2019,16-NOV-2019,,,0,,,4,1530950,"Post Holdings, Inc.",POST,,0001530950,POST,,,2019-11-19
0000886346-19-000167,201821,Common Stock,,,3.0,,,,I,,By Son,,19-NOV-2019,19-NOV-2019,,,0,,,4,886346,KADANT INC,KAI,,0000886346,KAI,,,2019-11-19
0001225208-19-014674,159239,Common Stock,,,19655.0,,,,D,,,,19-NOV-2019,15-NOV-2019,,,,,,4,51253,INTERNATIONAL FLAVORS & FRAGRANCES INC,IFF,,0000051253,IFF,,,2019-11-19
0001225208-19-014673,228794,Common Stock,,,53735.85,,,,D,,,,19-NOV-2019,15-NOV-2019,,,,,,4,51253,INTERNATIONAL FLAVORS & FRAGRANCES INC,IFF,,0000051253,IFF,,,2019-11-19
0001225208-19-014672,158077,Common Stock,,,4511.49,,,,I,,,,19-NOV-2019,15-NOV-2019,,,,,,4,51253,INTERNATIONAL FLAVORS & FRAGRANCES INC,IFF,,0000051253,IFF,,,2019-11-19
0001225208-19-014672,158076,Common Stock,,,38873.03,,,,D,,By 401k,,19-NOV-2019,15-NOV-2019,,,,,,4,51253,INTERNATIONAL FLAVORS & FRAGRANCES INC,IFF,,0000051253,IFF,,,2019-11-19
0001225208-19-014671,203986,Common Stock,,,12853.72,,,,D,,,,19-NOV-2019,15-NOV-2019,,,,,,4,51253,INTERNATIONAL FLAVORS & FRAGRANCES INC,IFF,,0000051253,IFF,,,2019-11-19
0000899243-19-027593,188884,Common Stock,,,4061770.0,"F3, F5",,,D,,,,19-NOV-2019,15-NOV-2019,,,0,,,4,1289496,"CBA Florida, Inc.",CBAI,,0001289496,,,,2019-11-19
0000899243-19-027593,188885,Common Stock,,,25000000.0,"F5, F4",,,D,,,,19-NOV-2019,15-NOV-2019,,,0,,,4,1289496,"CBA Florida, Inc.",CBAI,,0001289496,,,,2019-11-19
0000899243-19-027593,188883,Common Stock,,,114207446.0,"F5, F1",,,D,,,,19-NOV-2019,15-NOV-2019,,,0,,,4,1289496,"CBA Florida, Inc.",CBAI,,0001289496,,,,2019-11-19
0001209191-19-057241,159376,$.0001 par value common stock,,,412.0,F2,,,I,,By 401(k),,19-NOV-2019,15-NOV-2019,,,0,,,4,797721,VIASAT INC,VSAT,,0000797721,VSAT,,,2019-11-19
0001209191-19-057237,125933,Common Stock,,,1313204.0,,,,I,,By Trust,,19-NOV-2019,15-NOV-2019,,,0,,,4,743316,MAXIM INTEGRATED PRODUCTS INC,MXIM,,0000743316,,,,2019-11-19
0001127602-19-033250,197172,"Common Stock, par value $.01 per share",,,132.78,,,,I,,Held by the reporting person's Amazon.com 401(k) plan account,,19-NOV-2019,15-NOV-2019,,,,,,4,1018724,AMAZON COM INC,AMZN,"The reporting person undertakes to provide, upon request by the staff of the SEC, the issuer, or a security holder of the issuer, full information regarding the number of shares transacted at each price, with respect to all transactions reported on this Form 4.",0001018724,AMZN,Consumer Cyclical,Internet Retail,2019-11-19
0001225208-19-014662,216052,Series C Liberty Braves Common Stock,,,3787.0,F5,,,I,,By 401(k) Savings Plan,,19-NOV-2019,15-NOV-2019,,,,,,4,1560385,Liberty Media Corp,LSXMA,poalmcmaf.txt,0001560385,FWONB,,,2019-11-19
0001773229-19-000027,249794,Common Stock,F1,,7150.0,,,,D,,,,19-NOV-2019,11-FEB-2019,11-APR-2019,0.0,,,,3/A,926282,ADTRAN INC,ADTN,,0000926282,ADTN,,,2019-11-19
0001528215-19-000003,126051,COMMON STOCK,,,34524.0,,,,I,,HELD BY DAVID T. RUSSELL TRUST,,19-NOV-2019,19-NOV-2019,,,0,,,4,100716,UNICO AMERICAN CORP,UNAM,,0000100716,,,,2019-11-19
0001104659-19-065482,266969,Common Stock,,,40160.0,,,,I,,"By Breeze Hill Investments, LLC",,19-NOV-2019,15-NOV-2019,,,0,,,4,1513761,Norwegian Cruise Line Holdings Ltd.,NCLH,,0001513761,NCLH,,,2019-11-19
0001104659-19-065482,266970,Common Stock,,,17912.0,,,,I,,"By GCO Management, LLC",,19-NOV-2019,15-NOV-2019,,,0,,,4,1513761,Norwegian Cruise Line Holdings Ltd.,NCLH,,0001513761,NCLH,,,2019-11-19
0001104659-19-065482,266971,Common Stock,,,27875.0,,,,I,,By FJDR Family Trust,,19-NOV-2019,15-NOV-2019,,,0,,,4,1513761,Norwegian Cruise Line Holdings Ltd.,NCLH,,0001513761,NCLH,,,2019-11-19
0001209191-19-057224,131452,Class A Common Stock,,,414967.0,,,,I,,Zelter APO Series LLC,F3,19-NOV-2019,15-NOV-2019,,,0,,,4,1411494,"Apollo Global Management, Inc.",APO,,0001411494,,,,2019-11-19
0001209191-19-057224,131453,Class A Common Stock,,,54774.0,,,,I,,Zelter APO Series LLC 3/31/14,F4,19-NOV-2019,15-NOV-2019,,,0,,,4,1411494,"Apollo Global Management, Inc.",APO,,0001411494,,,,2019-11-19
0001084991-19-000064,226671,Common Stock,,,11333.0,,,,I,,By Rabbi Trust,,19-NOV-2019,15-NOV-2019,,,1,,,4,1084991,NATURAL GAS SERVICES GROUP INC,NGS,,0001084991,NGS,,,2019-11-19
0001127602-19-033244,234150,Common Stock,,,75000.0,,,,I,,By The PEV Revocable Living Trust,F3,19-NOV-2019,15-NOV-2019,,,,,,4,946581,TAKE TWO INTERACTIVE SOFTWARE INC,TTWO,,0000946581,TTWO,,,2019-11-19
0001127602-19-033244,234149,Common Stock,,,74.0,,,,I,,By Earnest Institutional LLC,F2,19-NOV-2019,15-NOV-2019,,,,,,4,946581,TAKE TWO INTERACTIVE SOFTWARE INC,TTWO,,0000946581,TTWO,,,2019-11-19
0001127602-19-033241,118670,Common Stock,,,3076.08,,,,I,,401(k) Plan,,19-NOV-2019,15-NOV-2019,,,,,,4,70858,BANK OF AMERICA CORP /DE/,BAC,,0000070858,BACRP,,,2019-11-19
0001315255-19-000161,179800,"Common Stock, par value $.0001 per share",,,34136.0,,,,I,,By Chris McKee LLC Trust,,19-NOV-2019,16-NOV-2019,,,0,,,4,1315255,"GTT Communications, Inc.",GTT,,0001315255,,,,2019-11-19
0001209191-19-057213,255650,Common Stock,,,1240.0,,,,I,,By trusts,F1,19-NOV-2019,15-NOV-2019,,,0,,,4,105319,"WW INTERNATIONAL, INC.",WW,,0000105319,WW,,,2019-11-19
0001595585-19-000262,236635,Common Stock,,,25000.0,,,,I,,"By Equity Trust Company, Trustee of the Geoffrey M. Parker Roth IRA",F5,19-NOV-2019,18-NOV-2019,,,0,,,4,1595585,"Tricida, Inc.",TCDA,,0001595585,,,,2019-11-19
0001595585-19-000262,236634,Common Stock,,,60000.0,,,,I,,By Geoffrey M. Parker and Jill Gofen Parker Rev. Trust dated 1/27/00,F4,19-NOV-2019,18-NOV-2019,,,0,,,4,1595585,"Tricida, Inc.",TCDA,,0001595585,,,,2019-11-19
0001595585-19-000262,236636,Common Stock,,,56122.0,,,,D,,,,19-NOV-2019,18-NOV-2019,,,0,,,4,1595585,"Tricida, Inc.",TCDA,,0001595585,,,,2019-11-19
0001127602-19-033233,205127,Common Stock,,,9249970.0,,,,I,,,,19-NOV-2019,15-NOV-2019,,,,,,4,1682852,"Moderna, Inc.",MRNA,,0001682852,MRNA,,,2019-11-19
0001127602-19-033233,205125,Common Stock,,,6720368.0,,,,D,,See Footnote,F5,19-NOV-2019,15-NOV-2019,,,,,,4,1682852,"Moderna, Inc.",MRNA,,0001682852,MRNA,,,2019-11-19
0001127602-19-033233,205126,Common Stock,,,7974603.0,,,,I,,See Footnote,F6,19-NOV-2019,15-NOV-2019,,,,,,4,1682852,"Moderna, Inc.",MRNA,,0001682852,MRNA,,,2019-11-19
0001315255-19-000159,198010,"Common Stock, par value $.0001 per share",,,645481.0,,,,I,,By Rick Calder LLC Trust,,19-NOV-2019,16-NOV-2019,,,0,,,4,1315255,"GTT Communications, Inc.",GTT,,0001315255,,,,2019-11-19
0001674910-19-000180,194353,Common Stock,,,3476.0,F2,,,I,,By 401(k) Plan,,19-NOV-2019,18-NOV-2019,,,0,,,4,1674910,VALVOLINE INC,VVV,,0001674910,VVV,,,2019-11-19
0001209191-19-057193,207368,Common Stock,,,5000.0,F1,,,D,,,,19-NOV-2019,22-JUL-2019,24-JUL-2019,0.0,,,,3/A,1227636,"Neuronetics, Inc.",STIM,,0001227636,STIM,,,2019-11-19
0001567619-19-021869,134927,Common Stock,,,0.0,,,,D,,,,19-NOV-2019,19-NOV-2019,,0.0,,,,3,103730,VISHAY INTERTECHNOLOGY INC,VSH,,0000103730,VSH,,,2019-11-19
0001209191-19-057191,256180,Class A Common Stock,,,15.0,,,,D,,,,19-NOV-2019,15-NOV-2019,,,0,,,4,1339947,Viacom Inc.,"VIA, VIAB",,0001339947,,,,2019-11-19
0001674910-19-000178,262068,Common Stock,,,5529.0,F2,,,I,,By 401(k) Plan,,19-NOV-2019,18-NOV-2019,,,0,,,4,1674910,VALVOLINE INC,VVV,,0001674910,VVV,,,2019-11-19
0001562180-19-005578,269707,Common Stock,,,100.0,,,,I,,By Son,,19-NOV-2019,15-NOV-2019,,,false,,,4,9389,BALL Corp,BLL,,0000009389,BALL,,,2019-11-19
0001562180-19-005578,269706,Common Stock,,,8343.45,,,,I,,401(k) Plan,F4,19-NOV-2019,15-NOV-2019,,,false,,,4,9389,BALL Corp,BLL,,0000009389,BALL,,,2019-11-19
0001567530-19-000008,161735,Class A Common Shares,,,253475.0,F1,,,D,,,,19-NOV-2019,15-NOV-2019,,,0,,,4,929351,LIONS GATE ENTERTAINMENT CORP /CN/,LGF.B,,0000929351,STRZ,,,2019-11-19
0001209191-19-057187,186175,Common Stock,,,5730.0,,,,I,,See footnote,F3,19-NOV-2019,15-NOV-2019,,,0,,,4,1660280,"Tenable Holdings, Inc.",TENB,,0001660280,TENB,,,2019-11-19
0001437749-19-023212,200581,"Common Stock, par value $0.01",,,4547.0,,,,I,,By Trust,F3,19-NOV-2019,15-NOV-2019,,,,,,4,1632127,"Cable One, Inc.",CABO,,0001632127,CABO,,,2019-11-19
0001225208-19-014660,231480,Common Stock,,,5050.67,F1,,,I,,By Issuer's Supplemental Stock Purchase and Tax Savings Plan,,19-NOV-2019,18-NOV-2019,,,,,,4,49196,HUNTINGTON BANCSHARES INC/MD,HBAN,,0000049196,HBANP,,,2019-11-19
0001179110-19-011850,157615,No Securities Are Beneficially Owned,,,0.0,,,,D,,,,19-NOV-2019,18-NOV-2019,,0.0,,,,3,1704596,"EVO Payments, Inc.",EVOP,,0001704596,,,,2019-11-19
0001127602-19-033216,189143,Common - 401(k),,,11503.87,,,,I,,through 401K Plan,,19-NOV-2019,15-NOV-2019,,,,,,4,750577,HANCOCK WHITNEY CORP,HWC,,0000750577,HWCPZ,,,2019-11-19
0001127602-19-033216,189142,Common Stock,,,196.24,,,,I,,By Spouse,,19-NOV-2019,15-NOV-2019,,,,,,4,750577,HANCOCK WHITNEY CORP,HWC,,0000750577,HWCPZ,,,2019-11-19
0000819689-19-000102,238158,Common Stock,,,68100.0,,,,D,,,,19-NOV-2019,18-NOV-2019,,,0,,,4,819689,MICRON SOLUTIONS INC /DE/,micr,,0000819689,,,,2019-11-19
0001387131-19-008872,179268,Common Stock,,,95328.0,,,,D,,,,19-NOV-2019,15-NOV-2019,,,0,,,4,1422183,FS KKR Capital Corp,FSK,,0001422183,FSK,,,2019-11-19
0001127602-19-033214,183395,Common Stock,,,18248.0,F1,,,D,,,,19-NOV-2019,12-NOV-2019,,0.0,,,,3,1677703,CONDUENT Inc,CNDT,,0001677703,CNDT,,,2019-11-19
0001127602-19-033209,163174,Common Stock,,,449.75,,,,I,,By Family Trusts,,19-NOV-2019,15-NOV-2019,,,,,,4,750577,HANCOCK WHITNEY CORP,HWC,,0000750577,HWCPZ,,,2019-11-19
0001127602-19-033209,163175,Common - 401(k),,,27804.21,,,,I,,Through 401(k) Plan,,19-NOV-2019,15-NOV-2019,,,,,,4,750577,HANCOCK WHITNEY CORP,HWC,,0000750577,HWCPZ,,,2019-11-19
0001516912-19-000091,233348,Common Stock,,,28457.0,F2,,,I,,BY ISSUER RETIREMENT PLAN,,19-NOV-2019,15-NOV-2019,,,0,,,4,1516912,"Origin Bancorp, Inc.",OBNK,,0001516912,OBK,,,2019-11-19
0001516912-19-000090,207119,Common Stock,,,46600.0,F2,,,I,,BY ISSUER RETIREMENT PLAN,,19-NOV-2019,15-NOV-2019,,,0,,,4,1516912,"Origin Bancorp, Inc.",OBNK,,0001516912,OBK,,,2019-11-19
0001516912-19-000089,158548,Common Stock,,,5279.0,,,,I,,BY REPORTING PERSON'S SPOUSE,,19-NOV-2019,15-NOV-2019,,,0,,,4,1516912,"Origin Bancorp, Inc.",OBNK,,0001516912,OBK,,,2019-11-19
0001516912-19-000089,158547,Common Stock,,,109.0,F3,,,I,,BY ISSUER RETIREMENT PLAN,,19-NOV-2019,15-NOV-2019,,,0,,,4,1516912,"Origin Bancorp, Inc.",OBNK,,0001516912,OBK,,,2019-11-19
0001127602-19-033208,227970,Common - 401(k),,,28323.23,,,,I,,through 401K Plan,,19-NOV-2019,15-NOV-2019,,,,,,4,750577,HANCOCK WHITNEY CORP,HWC,,0000750577,HWCPZ,,,2019-11-19
0001209191-19-057175,221096,Class A Common Stock,,,142.0,,,,I,,By the ManTech Employee Stock Ownership Plan,,19-NOV-2019,15-NOV-2019,,,0,,,4,892537,MANTECH INTERNATIONAL CORP,MANT,,0000892537,,,,2019-11-19
0001562180-19-005577,239149,$2.50 par value common stock,,,3237.43,F1,,,I,,By 401(k) Spouse,,19-NOV-2019,31-JUL-2019,,,false,,,4,700564,FULTON FINANCIAL CORP,FULT,,0000700564,FULTP,,,2019-11-19
0001562180-19-005577,239150,$2.50 Par Value Common Stock,,,358.29,F2,,,I,,By Children,,19-NOV-2019,31-JUL-2019,,,false,,,4,700564,FULTON FINANCIAL CORP,FULT,,0000700564,FULTP,,,2019-11-19
0001562180-19-005577,239148,$2.50 par value common stock,,,84295.18,F1,,,I,,By 401(k),,19-NOV-2019,31-JUL-2019,,,false,,,4,700564,FULTON FINANCIAL CORP,FULT,,0000700564,FULTP,,,2019-11-19
0001562180-19-005576,139946,Common Stock,,,800.0,,,,I,,By Daughter,F4,19-NOV-2019,15-NOV-2019,,,false,,,4,9389,BALL Corp,BLL,,0000009389,BALL,,,2019-11-19
0001562180-19-005576,139945,Common Stock,,,5875.34,,,,I,,401(k) Plan,F3,19-NOV-2019,15-NOV-2019,,,false,,,4,9389,BALL Corp,BLL,,0000009389,BALL,,,2019-11-19
0001209191-19-057164,203335,Common Stock,,,105914.0,,,,I,,See footnote,F1,19-NOV-2019,15-NOV-2019,,,0,,,4,1448056,"NEW RELIC, INC.",NEWR,,0001448056,,,,2019-11-19
0001209191-19-057164,203336,Common Stock,,,617.0,,,,I,,See footnote,F2,19-NOV-2019,15-NOV-2019,,,0,,,4,1448056,"NEW RELIC, INC.",NEWR,,0001448056,,,,2019-11-19
0000860413-19-000175,220121,Class A Common Stock,,,6231.0,,,,D,,,,19-NOV-2019,19-NOV-2019,,,0,,,4,860413,FIRST INTERSTATE BANCSYSTEM INC,FIBK,,0000860413,FIBK,,,2019-11-19
0000860413-19-000175,220120,Class A Common Stock,,,17764.0,,,,I,,By 401(k),,19-NOV-2019,19-NOV-2019,,,0,,,4,860413,FIRST INTERSTATE BANCSYSTEM INC,FIBK,,0000860413,FIBK,,,2019-11-19
0001467373-19-000367,222006,Class A ordinary shares,,,6951.0,,,,I,,See footnote,F2,19-NOV-2019,15-NOV-2019,,,0,,,4,1467373,Accenture plc,ACN,,0001467373,ACN,,,2019-11-19
0001467373-19-000366,144799,Class A ordinary shares,,,25000.0,,,,I,,See footnote,F2,19-NOV-2019,15-NOV-2019,,,0,,,4,1467373,Accenture plc,ACN,,0001467373,ACN,,,2019-11-19
0001467373-19-000366,144800,Class A ordinary shares,,,26636.0,,,,I,,Held by Immediate Family Members,,19-NOV-2019,15-NOV-2019,,,0,,,4,1467373,Accenture plc,ACN,,0001467373,ACN,,,2019-11-19
0001127602-19-033204,143815,Common - 401(k),,,21951.86,,,,I,,through 401K Plan,,19-NOV-2019,15-NOV-2019,,,,,,4,750577,HANCOCK WHITNEY CORP,HWC,,0000750577,HWCPZ,,,2019-11-19
0001127602-19-033204,143816,Common Stock-IRA,,,20580.0,,,,D,,,,19-NOV-2019,15-NOV-2019,,,,,,4,750577,HANCOCK WHITNEY CORP,HWC,,0000750577,HWCPZ,,,2019-11-19
0001290850-19-000021,137557,Common Stock,,,5750.38,,,,I,,Through 401(k) Plan,,19-NOV-2019,15-NOV-2019,,,,,,4,765207,"First Bancorp, Inc /ME/",FNLC,,0000765207,FNLC,,,2019-11-19
0001127602-19-033203,172315,Common - 401(k),,,14563.89,,,,I,,through 401K Plan,,19-NOV-2019,15-NOV-2019,,,,,,4,750577,HANCOCK WHITNEY CORP,HWC,,0000750577,HWCPZ,,,2019-11-19
0000819689-19-000101,151737,Common Stock,,,296986.0,,,,I,,REF Securities,F2,19-NOV-2019,18-NOV-2019,,,0,,,4,819689,MICRON SOLUTIONS INC /DE/,micr,,0000819689,,,,2019-11-19
0000819689-19-000101,151738,Common Stock,,,4710.0,,,,I,,REF Securities Profit Sharing,F3,19-NOV-2019,18-NOV-2019,,,0,,,4,819689,MICRON SOLUTIONS INC /DE/,micr,,0000819689,,,,2019-11-19
0001209191-19-057157,171561,Class B Common Stock,,,30582.0,,,,I,,Held indirectly by 401(k) Plan,,19-NOV-2019,18-NOV-2019,,,0,,,4,1056288,FEDERATED INVESTORS INC /PA/,FII,"The Power of Attorney dated April 24, 2014 is incorporated herein by reference.",0001056288,FHI,,,2019-11-19
0001209191-19-057157,171560,Class B Common Stock,,,40000.0,,,,I,,Held indirectly by Rosewood Limited Partnership,,19-NOV-2019,18-NOV-2019,,,0,,,4,1056288,FEDERATED INVESTORS INC /PA/,FII,"The Power of Attorney dated April 24, 2014 is incorporated herein by reference.",0001056288,FHI,,,2019-11-19
0001560327-19-000165,118122,COMMON STOCK,,,130000.0,F2,,,I,,By Trust,,19-NOV-2019,15-NOV-2019,,,0,,,4,1560327,"Rapid7, Inc.",RPD,,0001560327,RPD,,,2019-11-19
0001567619-19-021864,119022,Common Stock,,,603702.0,,,,D,,By son,,19-NOV-2019,15-NOV-2019,,,0,,,4,1668397,"Medpace Holdings, Inc.",MEDP,,0001668397,MEDP,,,2019-11-19
0001567619-19-021864,119023,Common Stock,,,10000.0,,,,I,,,,19-NOV-2019,15-NOV-2019,,,0,,,4,1668397,"Medpace Holdings, Inc.",MEDP,,0001668397,MEDP,,,2019-11-19
0001209191-19-057151,198171,Class B Common Stock,,,76484.0,,,,I,,Held indirectly by Ceresino Family Trust,,19-NOV-2019,18-NOV-2019,,,0,,,4,1056288,FEDERATED INVESTORS INC /PA/,FII,"The Power of Attorney dated April 24, 2014 is incorporated herein by reference.",0001056288,FHI,,,2019-11-19
0001209191-19-057149,151307,Common Stock,,,18596.0,,,,I,,By Stack Schroon Mohawk FLP,F3,19-NOV-2019,15-NOV-2019,,,0,,,4,1396814,"Pacira BioSciences, Inc.",PCRX,,0001396814,PCRX,,,2019-11-19
0001209191-19-057148,163426,Common Stock,,,882.0,,,,I,,401(k),,19-NOV-2019,15-NOV-2019,,,0,,,4,875320,VERTEX PHARMACEUTICALS INC / MA,VRTX,,0000875320,VRTX,,,2019-11-19
