ACCESSION_NUMBER,NONDERIV_HOLDING_SK,SECURITY_TITLE,SECURITY_TITLE_FN,TRANS_FORM_TYPE,SHRS_OWND_FOLWNG_TRANS,SHRS_OWND_FOLWNG_TRANS_FN,VALU_OWND_FOLWNG_TRANS,DIRECT_INDIRECT_OWNERSHIP,DIRECT_INDIRECT_OWNERSHIP_FN,NATURE_OF_OWNERSHIP,NATURE_OF_OWNERSHIP_FN,FILING_DATE,PERIOD_OF_REPORT,DATE_OF_ORIG_SUB,NO_SECURITIES_OWNED,NOT_SUBJECT_SEC16,FORM3_HOLDINGS_REPORTED,FORM4_TRANS_REPORTED,DOCUMENT_TYPE,ISSUERCIK,ISSUERNAME,ISSUERTRADINGSYMBOL,REMARKS,cik,ticker,sector,industry,filed_date
0001179110-21-008220,935502,Common units,,,99745.0,,,I,,By Wynne Family LP,F6,17-AUG-2021,13-AUG-2021,,,,,,4,1086600,ALLIANCE RESOURCE PARTNERS LP,ARLP,,0001086600,ARLP,,,2021-08-17
0001179110-21-008220,935501,Common units,,,795672.93,,,D,F4,By Trust,F5,17-AUG-2021,13-AUG-2021,,,,,,4,1086600,ALLIANCE RESOURCE PARTNERS LP,ARLP,,0001086600,ARLP,,,2021-08-17
0001179110-21-008219,931310,Common unit,,,65601.0,,,D,,,,17-AUG-2021,13-AUG-2021,,,,,,4,1086600,ALLIANCE RESOURCE PARTNERS LP,ARLP,,0001086600,ARLP,,,2021-08-17
0001179110-21-008218,971817,Common unit,,,40396.0,,,D,,,,17-AUG-2021,13-AUG-2021,,,,,,4,1086600,ALLIANCE RESOURCE PARTNERS LP,ARLP,,0001086600,ARLP,,,2021-08-17
0001179110-21-008216,914870,Common unit,,,203736.0,,,D,,,,17-AUG-2021,13-AUG-2021,,,,,,4,1086600,ALLIANCE RESOURCE PARTNERS LP,ARLP,,0001086600,ARLP,,,2021-08-17
0001179110-21-008215,965644,Common unit,,,25628.0,,,D,,,,17-AUG-2021,13-AUG-2021,,,,,,4,1086600,ALLIANCE RESOURCE PARTNERS LP,ARLP,,0001086600,ARLP,,,2021-08-17
0001179110-21-008214,932519,Common unit,,,140146.0,,,D,,,,17-AUG-2021,13-AUG-2021,,,,,,4,1086600,ALLIANCE RESOURCE PARTNERS LP,ARLP,,0001086600,ARLP,,,2021-08-17
0001179110-21-008213,959951,Common Unit,,,19319651.0,,,D,,By son,,17-AUG-2021,13-AUG-2021,,,,,,4,1086600,ALLIANCE RESOURCE PARTNERS LP,ARLP,,0001086600,ARLP,,,2021-08-17
0001179110-21-008213,959952,Common Unit,,,2000.0,,,I,,Through spouse,,17-AUG-2021,13-AUG-2021,,,,,,4,1086600,ALLIANCE RESOURCE PARTNERS LP,ARLP,,0001086600,ARLP,,,2021-08-17
0001179110-21-008213,959953,Common Unit,,,168602.0,,,I,,,,17-AUG-2021,13-AUG-2021,,,,,,4,1086600,ALLIANCE RESOURCE PARTNERS LP,ARLP,,0001086600,ARLP,,,2021-08-17
0001179110-21-008212,944421,Common unit,,,189332.0,,,D,,,,17-AUG-2021,13-AUG-2021,,,,,,4,1086600,ALLIANCE RESOURCE PARTNERS LP,ARLP,,0001086600,ARLP,,,2021-08-17
0001209191-21-051757,943032,Class A Common Stock,,,22500.0,,,D,,,,17-AUG-2021,16-AUG-2021,,0.0,,,,3,1099160,BEASLEY BROADCAST GROUP INC,BBGI,,0001099160,BBGI,,,2021-08-17
0001467373-21-000196,968452,Class A ordinary shares,,,6951.0,,,I,,See footnote,F2,17-AUG-2021,13-AUG-2021,,,0,,,4,1467373,Accenture plc,ACN,,0001467373,ACN,,,2021-08-17
0001467373-21-000195,934844,Class A ordinary shares,,,6659.0,,,I,,Held by an Immediate Family Member,,17-AUG-2021,13-AUG-2021,,,0,,,4,1467373,Accenture plc,ACN,,0001467373,ACN,,,2021-08-17
0001467373-21-000195,934843,Class A ordinary shares,,,25000.0,,,I,,See footnote,F2,17-AUG-2021,13-AUG-2021,,,0,,,4,1467373,Accenture plc,ACN,,0001467373,ACN,,,2021-08-17
0001467373-21-000189,934695,Class A ordinary shares,,,120.0,,,I,,Shares held by Family Trust,,17-AUG-2021,13-AUG-2021,,,0,,,4,1467373,Accenture plc,ACN,,0001467373,ACN,,,2021-08-17
0001209191-21-051750,967917,Farmers National Banc Corp. Common Stock,,,500.0,,,I,,By Spouse,,17-AUG-2021,16-AUG-2021,,,0,,,4,709337,FARMERS NATIONAL BANC CORP /OH/,FMNB,,0000709337,FMNB,,,2021-08-17
0001209191-21-051750,967916,Farmers National Banc Corp. Common Stock,,,36232.0,,,I,,"By Ralph Macali, PMRP Partnership",,17-AUG-2021,16-AUG-2021,,,0,,,4,709337,FARMERS NATIONAL BANC CORP /OH/,FMNB,,0000709337,FMNB,,,2021-08-17
0001209191-21-051750,967915,Farmers National Banc Corp. Common Stock,,,20218.0,,,I,,"By Ralph Macali, Trustee for RMS Trust",,17-AUG-2021,16-AUG-2021,,,0,,,4,709337,FARMERS NATIONAL BANC CORP /OH/,FMNB,,0000709337,FMNB,,,2021-08-17
0001209191-21-051749,948263,Common Units (Limited Partner Interests),,,18000.0,,,I,,By spouse,,17-AUG-2021,13-AUG-2021,,,0,,,4,1552000,MPLX LP,MPLX,"The Reporting Person is a Director of MPLX GP LLC, the general partner of the Issuer.  The Issuer is managed by the directors and executive officers of MPLX GP LLC.",0001552000,MPLXP,,,2021-08-17
0001209191-21-051745,963011,Common Units (Limited Partner Interests),,,700.0,,,I,,The Mike Stice Trust,,17-AUG-2021,13-AUG-2021,,,0,,,4,1552000,MPLX LP,MPLX,"The Reporting Person is a Director of MPLX GP LLC, the general partner of the Issuer.  The Issuer is managed by the directors and executive officers of MPLX GP LLC.",0001552000,MPLXP,,,2021-08-17
0001209191-21-051743,951147,Common Units (Limited Partner Interests),,,111180.0,,,I,,Robin Y Semple 2012 Dynasty Trust,,17-AUG-2021,13-AUG-2021,,,0,,,4,1552000,MPLX LP,MPLX,"The Reporting Person is a Director of MPLX GP LLC, the general partner of the Issuer.  The Issuer is managed by the directors and executive officers of MPLX GP LLC.",0001552000,MPLXP,,,2021-08-17
0001209191-21-051743,951148,Common Units (Limited Partner Interests),,,48777.0,,,I,,EK Holdings LLC,,17-AUG-2021,13-AUG-2021,,,0,,,4,1552000,MPLX LP,MPLX,"The Reporting Person is a Director of MPLX GP LLC, the general partner of the Issuer.  The Issuer is managed by the directors and executive officers of MPLX GP LLC.",0001552000,MPLXP,,,2021-08-17
0001209191-21-051743,951146,Common Units (Limited Partner Interests),,,416337.0,,,I,,Frank M Semple Revocable Trust,,17-AUG-2021,13-AUG-2021,,,0,,,4,1552000,MPLX LP,MPLX,"The Reporting Person is a Director of MPLX GP LLC, the general partner of the Issuer.  The Issuer is managed by the directors and executive officers of MPLX GP LLC.",0001552000,MPLXP,,,2021-08-17
0001209191-21-051739,918592,Common Units (Limited Partner Interests),,,68497.0,,,I,,By Revocable Trust,F1,17-AUG-2021,13-AUG-2021,,,0,,,4,1552000,MPLX LP,MPLX,"The Reporting Person is a Director of MPLX GP LLC, the general partner of the Issuer.  The Issuer is managed by the directors and executive officers of MPLX GP LLC.",0001552000,MPLXP,,,2021-08-17
0001387131-21-008639,968298,Common Stock,,,1001.0,,,I,,,,17-AUG-2021,13-AUG-2021,,,0,,,4,25743,"TherapeuticsMD, Inc.",TXMD,,0000025743,TXMD,,,2021-08-17
0001387131-21-008639,968297,Common Stock,,,148851.0,,,D,,See Note,F2,17-AUG-2021,13-AUG-2021,,,0,,,4,25743,"TherapeuticsMD, Inc.",TXMD,,0000025743,TXMD,,,2021-08-17
0001062993-21-007618,963377,Common Stock,,,4524300.0,,,I,,"By GigAcquisitions2, LLC",F2,16-AUG-2021,12-AUG-2021,,,,,,4,1770141,"UpHealth, Inc.",UPH,,0001770141,,,,2021-08-16
0001062993-21-007617,910920,Common Stock,,,4524300.0,,,I,,"By GigAcquisitions2, LLC",F2,16-AUG-2021,12-AUG-2021,,,,,,4,1770141,"UpHealth, Inc.",UPH,,0001770141,,,,2021-08-16
0001437749-21-020249,960513,Common Stock,,,309132.0,,,I,,"The Lauren Wright Trust UAD the Dickerson Wright 2010 GRAT dated June 28, 2010",F1,16-AUG-2021,12-AUG-2021,,,,,,4,1532961,"NV5 Global, Inc.",NVEE,,0001532961,NVEE,,,2021-08-16
0001437749-21-020249,960514,Common Stock,,,309132.0,,,I,,"The Stephanie Wright Trust UAD the Dickerson Wright 2010 GRAT dated June 28, 2010",F1,16-AUG-2021,12-AUG-2021,,,,,,4,1532961,"NV5 Global, Inc.",NVEE,,0001532961,NVEE,,,2021-08-16
0001437749-21-020249,960515,Common Stock,,,309132.0,,,I,,"The Lauren Wright Trust UAD the Katherine Wright 2010 GRAT dated June 28, 2010",F1,16-AUG-2021,12-AUG-2021,,,,,,4,1532961,"NV5 Global, Inc.",NVEE,,0001532961,NVEE,,,2021-08-16
0001437749-21-020249,960516,Common Stock,,,309132.0,,,I,,"The Stephanie Wright Trust UAD the Katherine Wright 2010 GRAT dated June 28, 2010",F1,16-AUG-2021,12-AUG-2021,,,,,,4,1532961,"NV5 Global, Inc.",NVEE,,0001532961,NVEE,,,2021-08-16
0001062993-21-007614,948096,Common Stock,,,3482500.0,F1,,I,,"By GigAcquisitions2, LLC (see note below)",F2,16-AUG-2021,05-JUN-2019,05-JUN-2019,0.0,,,,3/A,1770141,"UpHealth, Inc.",UPH,,0001770141,,,,2021-08-16
0001209191-21-051733,928637,Series A Redeemable Nonvoting Preferred Stock,,,2500.0,,,D,,,,16-AUG-2021,15-AUG-2021,,,0,,,4,1438231,Digimarc CORP,DMRC,,0001438231,DMRC,,,2021-08-16
0001193805-21-001194,964538,Common Shares,F1,,16390.0,,,I,,,,16-AUG-2021,12-AUG-2021,,,0,,,4,1340476,DIRTT ENVIRONMENTAL SOLUTIONS LTD,DRTT,,0001340476,DRTTF,,,2021-08-16
0001193805-21-001194,964537,Common Shares,F1,,363957.0,,,D,,By Spouse,,16-AUG-2021,12-AUG-2021,,,0,,,4,1340476,DIRTT ENVIRONMENTAL SOLUTIONS LTD,DRTT,,0001340476,DRTTF,,,2021-08-16
0001493152-21-020312,938162,Common Stock,,,6500000.0,,,I,,See footnote,F2,16-AUG-2021,12-AUG-2021,,,0,,,4,1417664,"Value Exchange International, Inc.",VEII,,0001417664,VEII,,,2021-08-16
0001493152-21-020312,938163,Common Stock,,,18512.0,,,I,,See footnote,F3,16-AUG-2021,12-AUG-2021,,,0,,,4,1417664,"Value Exchange International, Inc.",VEII,,0001417664,VEII,,,2021-08-16
0001493152-21-020312,938164,Common Stock,,,2100000.0,,,D,,,,16-AUG-2021,12-AUG-2021,,,0,,,4,1417664,"Value Exchange International, Inc.",VEII,,0001417664,VEII,,,2021-08-16
0000899243-21-033193,933913,"Common Stock, par value $0.01 per share",,,67845.0,F1,,D,,See Footnote,F2,16-AUG-2021,13-AUG-2021,,0.0,,,,3,1854964,"NewLake Capital Partners, Inc.",NONE,,0001854964,NLCP,,,2021-08-16
0000899243-21-033193,933914,"Common Stock, par value $0.01 per share",,,5860.0,,,I,,,,16-AUG-2021,13-AUG-2021,,0.0,,,,3,1854964,"NewLake Capital Partners, Inc.",NONE,,0001854964,NLCP,,,2021-08-16
0000899243-21-033188,911294,"Common Stock, par value $0.01 per share",,,4728.0,,,D,,,,16-AUG-2021,13-AUG-2021,,0.0,,,,3,1854964,"NewLake Capital Partners, Inc.",NONE,"Chief Financial Officer, Treasurer and Secretary",0001854964,NLCP,,,2021-08-16
0000899243-21-033187,958244,"Common Stock, par value $0.01 per share",,,164007.0,F1,,D,,,,16-AUG-2021,13-AUG-2021,,0.0,,,,3,1854964,"NewLake Capital Partners, Inc.",NONE,,0001854964,NLCP,,,2021-08-16
0000899243-21-033186,928186,"Common Stock, par value $0.01 per share",,,35956.0,F1,,D,,,,16-AUG-2021,13-AUG-2021,,0.0,,,,3,1854964,"NewLake Capital Partners, Inc.",NONE,,0001854964,NLCP,,,2021-08-16
0000899243-21-033184,941749,"Common Stock, par value $0.01 per share",,,325.0,F1,,D,,,,16-AUG-2021,13-AUG-2021,,0.0,,,,3,1854964,"NewLake Capital Partners, Inc.",NONE,,0001854964,NLCP,,,2021-08-16
0000899243-21-033183,967486,"Common Stock, par value $0.01 per share",,,3000.0,F1,,D,,By spouse,,16-AUG-2021,13-AUG-2021,,0.0,,,,3,1854964,"NewLake Capital Partners, Inc.",NONE,,0001854964,NLCP,,,2021-08-16
0000899243-21-033183,967487,"Common Stock, par value $0.01 per share",,,23641.0,,,I,,,,16-AUG-2021,13-AUG-2021,,0.0,,,,3,1854964,"NewLake Capital Partners, Inc.",NONE,,0001854964,NLCP,,,2021-08-16
0000899243-21-033180,960184,"Common Stock, par value $0.01 per share",,,27346.0,,,I,,See Footnote,F3,16-AUG-2021,13-AUG-2021,,0.0,,,,3,1854964,"NewLake Capital Partners, Inc.",NONE,,0001854964,NLCP,,,2021-08-16
0000899243-21-033180,960183,"Common Stock, par value $0.01 per share",,,62493.0,F1,,D,,See Footnote,F2,16-AUG-2021,13-AUG-2021,,0.0,,,,3,1854964,"NewLake Capital Partners, Inc.",NONE,,0001854964,NLCP,,,2021-08-16
0000899243-21-033180,960185,"Common Stock, par value $0.01 per share",,,38462.0,,,I,,,,16-AUG-2021,13-AUG-2021,,0.0,,,,3,1854964,"NewLake Capital Partners, Inc.",NONE,,0001854964,NLCP,,,2021-08-16
0001209191-21-051728,934630,Common Stock,,,4904884.0,F3,,I,,"By The Column Group III-A, LP",F4,16-AUG-2021,11-AUG-2021,,0.0,,,,3,1824893,"Surrozen, Inc./DE",SRZN,,0001824893,SRZNW,,,2021-08-16
0001209191-21-051728,934629,Common Stock,,,4343245.0,F1,,I,,"By The Column Group III, LP",F2,16-AUG-2021,11-AUG-2021,,0.0,,,,3,1824893,"Surrozen, Inc./DE",SRZN,,0001824893,SRZNW,,,2021-08-16
0001209191-21-051727,961480,Common Stock,,,4343245.0,F1,,I,,"By The Column Group III, LP",F2,16-AUG-2021,11-AUG-2021,,0.0,,,,3,1824893,"Surrozen, Inc./DE",SRZN,,0001824893,SRZNW,,,2021-08-16
0001209191-21-051727,961481,Common Stock,,,4904884.0,F3,,I,,"By The Column Group III-A, LP",F4,16-AUG-2021,11-AUG-2021,,0.0,,,,3,1824893,"Surrozen, Inc./DE",SRZN,,0001824893,SRZNW,,,2021-08-16
0001562180-21-005334,964397,Common Stock,,,65251.0,F3,,I,,by Trust,F4,16-AUG-2021,16-AUG-2021,,,false,,,4,1459839,"SI-BONE, Inc.",SIBN,,0001459839,SIBN,,,2021-08-16
0001437749-21-020243,961594,Common Stock,,,0.0,,,D,,,,16-AUG-2021,28-JUL-2021,,0.0,,,,3,1108967,"Orbital Energy Group, Inc.",OEG,,0001108967,,,,2021-08-16
0001437749-21-020242,955739,Common Stock,,,0.0,,,D,,,,16-AUG-2021,28-JUL-2021,,0.0,,,,3,1108967,"Orbital Energy Group, Inc.",OEG,,0001108967,,,,2021-08-16
0001209191-21-051719,965960,Common Stock,,,22834.0,F1,,D,,,,16-AUG-2021,11-AUG-2021,,0.0,,,,3,1824893,"Surrozen, Inc./DE",SRZN,,0001824893,SRZNW,,,2021-08-16
0001679788-21-000030,922061,Class A Common Stock,,,103075.0,,,I,,"By Andreessen Horowitz Fund III, L.P.",F19,16-AUG-2021,12-AUG-2021,,,0,,,4,1679788,"Coinbase Global, Inc.",COIN,,0001679788,COIN,,,2021-08-16
0001679788-21-000030,922060,Class A Common Stock,,,2263232.0,,,I,,"By Andreessen Horowitz LSV Fund I, L.P.",F18,16-AUG-2021,12-AUG-2021,,,0,,,4,1679788,"Coinbase Global, Inc.",COIN,,0001679788,COIN,,,2021-08-16
0001679788-21-000030,922059,Class A Common Stock,,,211.0,F15,,I,,"By a16z Seed-III, LLC","F16, F17",16-AUG-2021,12-AUG-2021,,,0,,,4,1679788,"Coinbase Global, Inc.",COIN,,0001679788,COIN,,,2021-08-16
0001679788-21-000029,943127,Class A Common Stock,,,57376.0,,,I,,By Gherardesca LLC,F15,16-AUG-2021,12-AUG-2021,,,0,,,4,1679788,"Coinbase Global, Inc.",COIN,,0001679788,COIN,,,2021-08-16
0001679788-21-000029,943128,Class A Common Stock,,,150000.0,,,I,,By The Gherardesca Annuity Trust,F16,16-AUG-2021,12-AUG-2021,,,0,,,4,1679788,"Coinbase Global, Inc.",COIN,,0001679788,COIN,,,2021-08-16
0001679788-21-000029,943126,Class A Common Stock,,,2263232.0,,,I,,"By Andreessen Horowitz LSV Fund I, L.P.","F14, F13",16-AUG-2021,12-AUG-2021,,,0,,,4,1679788,"Coinbase Global, Inc.",COIN,,0001679788,COIN,,,2021-08-16
0000899243-21-033163,959774,Class A Common Stock,,,222418.0,,,I,,By Trust,F2,16-AUG-2021,12-AUG-2021,,,0,,,4,1809519,"GoodRx Holdings, Inc.",GDRX,,0001809519,GDRX,,,2021-08-16
0001209191-21-051715,913840,Common Stock,,,35129.0,F1,,D,,,,16-AUG-2021,11-AUG-2021,,0.0,,,,3,1824893,"Surrozen, Inc./DE",SRZN,,0001824893,SRZNW,,,2021-08-16
0001209191-21-051714,952517,Common Stock,,,35129.0,F1,,D,,,,16-AUG-2021,11-AUG-2021,,0.0,,,,3,1824893,"Surrozen, Inc./DE",SRZN,,0001824893,SRZNW,,,2021-08-16
0001209191-21-051713,935870,Common Stock,,,35129.0,F1,,D,,,,16-AUG-2021,11-AUG-2021,,0.0,,,,3,1824893,"Surrozen, Inc./DE",SRZN,,0001824893,SRZNW,,,2021-08-16
0001209191-21-051712,943899,Common Stock,,,35129.0,F1,,D,,,,16-AUG-2021,11-AUG-2021,,0.0,,,,3,1824893,"Surrozen, Inc./DE",SRZN,,0001824893,SRZNW,,,2021-08-16
0001209191-21-051711,942137,Common Stock,,,35129.0,F1,,D,,,,16-AUG-2021,11-AUG-2021,,0.0,,,,3,1824893,"Surrozen, Inc./DE",SRZN,,0001824893,SRZNW,,,2021-08-16
0001209191-21-051710,919572,Common Stock,,,35129.0,F1,,D,,,,16-AUG-2021,11-AUG-2021,,0.0,,,,3,1824893,"Surrozen, Inc./DE",SRZN,,0001824893,SRZNW,,,2021-08-16
0001209191-21-051708,922421,Common Stock,,,219560.0,F1,,D,,,,16-AUG-2021,11-AUG-2021,,0.0,,,,3,1824893,"Surrozen, Inc./DE",SRZN,,0001824893,SRZNW,,,2021-08-16
0001179110-21-008210,930803,Common Stock,,,14766806.0,,,I,,By KDT Family LLLP,,16-AUG-2021,12-AUG-2021,,,0,,,4,1013880,"TTEC Holdings, Inc.",TTEC,,0001013880,TTEC,,,2021-08-16
0001179110-21-008210,930802,Common Stock,,,6550000.0,,,I,,By KDT Stock Revocable Trust,,16-AUG-2021,12-AUG-2021,,,0,,,4,1013880,"TTEC Holdings, Inc.",TTEC,,0001013880,TTEC,,,2021-08-16
0001179110-21-008210,930804,Common Stock,,,10000.0,,,I,,By Spouse,,16-AUG-2021,12-AUG-2021,,,0,,,4,1013880,"TTEC Holdings, Inc.",TTEC,,0001013880,TTEC,,,2021-08-16
0000833079-21-000125,937442,MTH Common Shares,,,15342.0,F2,,D,,,,16-AUG-2021,16-AUG-2021,,,0,,,4,833079,Meritage Homes CORP,MTH,,0000833079,MTH,,,2021-08-16
0001209191-21-051699,934079,Common Stock,,,9883.0,F1,,D,,,,16-AUG-2021,04-AUG-2021,,0.0,,,,3,110471,WOLVERINE WORLD WIDE INC /DE/,WWW,Exhibit 24 - Power of Attorney,0000110471,WWW,,,2021-08-16
0001437749-21-020233,958799,Common Stock,,,6300.0,,,I,,"By Jordan Family Holdings, LLC",F3,16-AUG-2021,31-MAR-2021,,,,,,4,1624322,"Business First Bancshares, Inc.",BFST,,0001624322,BFST,,,2021-08-16
0000950103-21-012398,759254,Class B Common Stock,,,39198365.0,F1,,D,,,,16-AUG-2021,09-AUG-2021,,0.0,,,,3,1857951,Weber Inc.,WEBR,,0001857951,,,,2021-08-16
0001593968-21-001974,770442,Class B Common Stock,,,5937500.0,,,D,,,,16-AUG-2021,12-AUG-2021,,,,,,4,1710583,"Switch, Inc.",SWCH,,0001710583,,,,2021-08-16
0001209191-21-051694,732512,Common Stock,,,48334.0,,,D,,,,16-AUG-2021,10-AUG-2021,,,0,,,4,1394056,"ONE STOP SYSTEMS, INC.",OSS,,0001394056,OSS,,,2021-08-16
0001437749-21-020228,750640,Common Stock,,,2049269.48,F1,,I,,See Footnote,F3,16-AUG-2021,12-AUG-2021,,,,,,4,1356115,NexPoint Strategic Opportunities Fund,NHF,President and Principal Executive Officer,0001356115,NXDT-PA,,,2021-08-16
0001437749-21-020228,750642,Common Stock,,,18782.74,F1,,D,,,,16-AUG-2021,12-AUG-2021,,,,,,4,1356115,NexPoint Strategic Opportunities Fund,NHF,President and Principal Executive Officer,0001356115,NXDT-PA,,,2021-08-16
0001437749-21-020228,750641,Common Stock,,,58342.2,F1,,I,,By employee benefit plan,,16-AUG-2021,12-AUG-2021,,,,,,4,1356115,NexPoint Strategic Opportunities Fund,NHF,President and Principal Executive Officer,0001356115,NXDT-PA,,,2021-08-16
0001437749-21-020225,765779,Common Stock,,,2349174.86,F1,,I,,See Footnote,F2,16-AUG-2021,22-JUN-2021,24-JUN-2021,,,,,4/A,1356115,NexPoint Strategic Opportunities Fund,NHF,President and Principal Executive Officer,0001356115,NXDT-PA,,,2021-08-16
0001104659-21-106538,748638,Common Stock,,,3800.0,,,I,,By Spouse,,16-AUG-2021,12-AUG-2021,,,0,,,4,1538263,"HomeTrust Bancshares, Inc.",HTBI,,0001538263,HTB,,,2021-08-16
0001209191-21-051662,764239,Common Stock,,,5112.0,,,I,F2,See Footnote #2,,16-AUG-2021,13-AUG-2021,,,0,,,4,101984,UNIVERSAL ELECTRONICS INC,UEIC,,0000101984,UEIC,,,2021-08-16
0001209191-21-051660,740426,Common Stock,,,1000.0,,,I,,,,16-AUG-2021,12-AUG-2021,,,0,,,4,101984,UNIVERSAL ELECTRONICS INC,UEIC,,0000101984,UEIC,,,2021-08-16
0001209191-21-051660,740425,Common Stock,,,1800.0,,,D,,By Spouse,,16-AUG-2021,12-AUG-2021,,,0,,,4,101984,UNIVERSAL ELECTRONICS INC,UEIC,,0000101984,UEIC,,,2021-08-16
0001126234-21-000115,766587,Common Stock,,,1076.0,F5,,D,,,,16-AUG-2021,12-AUG-2021,,,0,,,4,1126234,"LUMOS PHARMA, INC.",(LUMO),,0001126234,,,,2021-08-16
0000902664-21-003908,764824,"Common Stock, $0.0001 par value per share",,,3068568.0,,,I,,See footnotes,"F1, F2",16-AUG-2021,12-AUG-2021,,0.0,,,,3,1820272,Legato Merger Corp.,LEGO,,0001820272,,,,2021-08-16
0001209191-21-051656,760639,Class A Common Stock,,,10000.0,,,I,,Trust,,16-AUG-2021,12-AUG-2021,,,0,,,4,1682745,VERRA MOBILITY Corp,VRRM,,0001682745,VRRM,,,2021-08-16
0000014272-21-000202,726697,"Common Stock, $0.10 par value",,,198.22,F3,,I,,BMS Savings and Investment Program,,16-AUG-2021,12-AUG-2021,,,0,,,4,14272,BRISTOL MYERS SQUIBB CO,BMY,,0000014272,CELG-RI,,,2021-08-16
0001561680-21-000096,754457,Common Stock,,,779136.0,,,I,,See Note,F2,16-AUG-2021,12-AUG-2021,,,0,,,4,1561680,"Tri Pointe Homes, Inc.",TPH,,0001561680,TPH,,,2021-08-16
0000937098-21-000207,746962,Common Stock,,,2576.0,,,D,,,,16-AUG-2021,12-AUG-2021,,,0,,,4,937098,"TRINET GROUP, INC.",TNET,,0000937098,TNET,,,2021-08-16
0000025445-21-000138,750937,"CRANE CO. COMMON, PAR VALUE $1.00",,,1707.0,F3,,I,,401(K),,16-AUG-2021,12-AUG-2021,,,0,,,4,25445,CRANE CO /DE/,CR,,0000025445,CXT,,,2021-08-16
0000905718-21-001090,737206,"Class A Common Stock, par value $0.0001 per share",,,2327314.0,,,I,,See footnote,F1,16-AUG-2021,05-AUG-2021,,0.0,,,,3,1816017,"Spire Global, Inc.",NSH,,0001816017,SPIR,,,2021-08-16
0000025445-21-000136,730186,"CRANE CO. COMMON, PAR VALUE $1.00",,,1394.0,,,I,,401(k),,16-AUG-2021,12-AUG-2021,,,0,,,4,25445,CRANE CO /DE/,CR,,0000025445,CXT,,,2021-08-16
0000025445-21-000136,730185,"CRANE CO. COMMON, PAR VALUE $1.00",,,26809.0,,,I,,By Kurt Gallo Living Trust,,16-AUG-2021,12-AUG-2021,,,0,,,4,25445,CRANE CO /DE/,CR,,0000025445,CXT,,,2021-08-16
0000759944-21-000115,729674,Common Stock,,,2000.0,,,I,,By daughter,,16-AUG-2021,13-AUG-2021,,,0,,,4,759944,CITIZENS FINANCIAL GROUP INC/RI,CFG,,0000759944,CFG-PI,,,2021-08-16
0000759944-21-000115,729675,Common Stock,,,2000.0,,,I,,By son,,16-AUG-2021,13-AUG-2021,,,0,,,4,759944,CITIZENS FINANCIAL GROUP INC/RI,CFG,,0000759944,CFG-PI,,,2021-08-16
0000899243-21-033130,724155,"Common Stock, par value $0.01 per share",,,524228.0,,,D,,See Footnote,F1,16-AUG-2021,13-AUG-2021,,0.0,,,,3,1854964,"NewLake Capital Partners, Inc.",NONE,President and Chief Investment Officer,0001854964,NLCP,,,2021-08-16
0000899243-21-033130,724156,"Common Stock, par value $0.01 per share",,,19533.0,,,I,,,,16-AUG-2021,13-AUG-2021,,0.0,,,,3,1854964,"NewLake Capital Partners, Inc.",NONE,President and Chief Investment Officer,0001854964,NLCP,,,2021-08-16
0001664272-21-000170,752192,Common Stock,,,645.95,,,I,,By 401(k),,16-AUG-2021,12-AUG-2021,,,false,,,4,92230,TRUIST FINANCIAL CORP,TFC,,0000092230,TFC-PR,,,2021-08-16
0001664272-21-000170,752194,Common Stock,,,302204.0,F1,,I,,,,16-AUG-2021,12-AUG-2021,,,false,,,4,92230,TRUIST FINANCIAL CORP,TFC,,0000092230,TFC-PR,,,2021-08-16
0001664272-21-000170,752193,Common Stock,,,103136.42,F1,,D,,By GRAT,,16-AUG-2021,12-AUG-2021,,,false,,,4,92230,TRUIST FINANCIAL CORP,TFC,,0000092230,TFC-PR,,,2021-08-16
0001664272-21-000170,752191,Common Stock,,,124228.95,,,I,,By IRA,,16-AUG-2021,12-AUG-2021,,,false,,,4,92230,TRUIST FINANCIAL CORP,TFC,,0000092230,TFC-PR,,,2021-08-16
0001664272-21-000170,752190,Common Stock,,,57377.98,,,I,,By Spouse,,16-AUG-2021,12-AUG-2021,,,false,,,4,92230,TRUIST FINANCIAL CORP,TFC,,0000092230,TFC-PR,,,2021-08-16
0001127602-21-023788,742342,Common Stock,,,380.0,,,I,,By Son,,16-AUG-2021,13-AUG-2021,,,,,,4,1760965,"Kontoor Brands, Inc.",KTB,,0001760965,KTB,,,2021-08-16
0001127602-21-023788,742341,Common Stock,,,27710.0,,,I,,2021 GRAT #3,,16-AUG-2021,13-AUG-2021,,,,,,4,1760965,"Kontoor Brands, Inc.",KTB,,0001760965,KTB,,,2021-08-16
0001127602-21-023788,742340,Common Stock,,,50000.0,,,I,,2021 GRAT #2,,16-AUG-2021,13-AUG-2021,,,,,,4,1760965,"Kontoor Brands, Inc.",KTB,,0001760965,KTB,,,2021-08-16
0001127602-21-023788,742339,Common Stock,,,38855.0,,,I,,2021 GRAT,,16-AUG-2021,13-AUG-2021,,,,,,4,1760965,"Kontoor Brands, Inc.",KTB,,0001760965,KTB,,,2021-08-16
0001501570-21-000213,730483,Common Stock,,,5750.0,,,I,,By The Holland III FLP,,16-AUG-2021,11-AUG-2021,,,0,,,4,1501570,"Veritex Holdings, Inc.",VBTX,,0001501570,VBTX,,,2021-08-16
