ticker,score_date,headlines,actual_return,haiku,sonnet,opus,fwd_ret
FIG,2026-06-16,"[""Figma Stock 10-Day Losing Spree: Stock Falls -32%"", ""Down 84%, Is It Time to Give Up on This IPO Stock?"", ""10-Day Sell-Off Sends Figma Stock Down 32%"", ""FIG Stock (Figma Stock Analysis) FIG STOCK PREDICTION & Analysis & News Today Elche Vs Alav\u00e9s (0HwMgFtgiT)"", ""\u2018Figma Gets Better As AI Gets Better,\u2019 Says CEO As Stock Soars On Strong Results"", ""Here\u2019s how SpaceX\u2019s debut stacks up against other major IPOs"", ""Can AI-Native Workflow Monetization Become FIG's Next Growth Engine?""]",0.061179110649349326,-45.0,-25.0,-15.0,0.061179110649349326
FITB,2026-06-16,"[""Fifth Third Bancorp (FITB) Shares Fall 3.2% -- GF Value Says Sti"", ""FITB/PM Stock Price and Chart \u2014 BOATS:FITB/PM"", ""Fifth Third Bancorp: Top Line Impresses After Comerica Deal (Rating Downgrade)"", ""Is Fifth Third (FITB) Rebalancing Its Identity With NYSE Move, Dividends And Comerica Integration?"", ""FITB Reinstated by Stephens & Co. -- Rating Set to Equal-Weight"", ""Cash per share of Fifth Third Bancorp Depositary Shares Representing a 1/40th Ownership Interest in a Share of 6.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, S \u2013 BOATS:FITB/PM"", ""Fifth Third (FITB) Coverage Resumed with Equal Weight Rating and $58 Target"", ""Basic earnings per share (basic EPS) of Fifth Third Bancorp Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock, Series K \u2013 BOATS:FITB/PK"", ""Fifth Third Bancorp Dividends \u2013 NYSE:FITB""]",0.0031811749253603493,-15.0,-15.0,10.0,0.0031811749253603493
FIX,2026-06-16,"[""AMD Stock Soars. It\u2019s Buying MEXT to Fight Memory Shortage."", ""Is Comfort Systems USA (FIX) the Top Strong Buy Stock to Invest In?"", ""ThredUp and Stitch Fix Stocks Trade Up, What You Need To Know"", ""AI-focused tech chief from IPSY and Sephora joins Stitch Fix"", ""Active Client Increase Shows Signs Of A Turnaround For Stitch Fix Stock (NASDAQ:SFIX)"", ""AI-Fueled Data Center Boom and Insider Selling Could Be A Game Changer For Comfort Systems USA (FIX)"", ""Fast-paced Momentum Stock Stitch Fix (SFIX) Is Still Trading at a Bargain"", ""One AI Cooling Stock Is 10% Off Highs. Why IBD Says the Setup \u2018Doesn\u2019t Get Much Better\u2019""]",0.0797151807424404,35.0,35.0,65.0,0.0797151807424404
FOX,2026-06-16,"[""Fox to buy streaming pioneer Roku in a $22 billion deal - ABC News"", ""Fox to buy streaming device maker Roku for $22 billion"", ""Why Fox Stock Is Tumbling After $22 Billion Roku Deal"", ""Fox Stock Is Down 15% After Announcing a $22 Billion Roku Deal. Is This a Buying Opportunity?"", ""Fox is buying Roku in latest streaming TV consolidation deal. Stock prices fall for both companies"", ""Roku agrees to $22B Fox deal, uniting live TV and streaming"", ""Why Is Fox Stock Sinking Monday? - Fox (NASDAQ:FOX), Fox (NASDAQ:FOXA), Roku (NASDAQ:ROKU)"", ""The Real Risk You Carry With Fox Stock"", ""Fox strikes $22 billion deal for Roku to fuel streaming push"", ""Fox buying streaming platform Roku in cash-and-stock deal worth about $22 billion""]",-0.06298228174581864,-35.0,-35.0,-35.0,-0.06298228174581864
FRT,2026-06-16,"[""PLD vs. FRT: Which REIT has the better growth story?"", ""(FRT) Movement Within Algorithmic Entry Frameworks"", ""Federal Realty Preferreds: Yield Advantage Over The Common, Backed By Strong Coverage"", ""Jim Cramer Considers Federal Realty\u2019s Dividend \u201cSafe\u201d""]",-0.013454336761778922,72.0,12.0,25.0,-0.013454336761778922
FTNT,2026-06-16,"[""Analysts Have Conflicting Sentiments on These Technology Companies: Netskope, Inc. (NTSK), Palo Alto Networks (PANW) and Fortinet (FTNT)"", ""TD Cowen and Cantor Fitzgerald Increase Fortinet (FTNT) Price Targets on Strong Security and AI Growth Outlook"", ""Fortinet Inc NASDAQ:FTNT Strong Technical Breakout Backed by Exceptional Fundamentals"", ""Is Fortinet (FTNT) a Buy Amidst the AI Cybersecurity Boom"", ""Fortinet (FTNT) Outperforms Broader Market: What You Need to Know"", ""The Bull Case For Fortinet (FTNT) Could Change Following Upbeat Outlook And Valuation Tensions \u2013 Learn Why"", ""Time to Sell? 3 Winners With Fading Technical Momentum""]",-0.011086959838415842,65.0,55.0,35.0,-0.011086959838415842
FVRR,2026-06-16,"[""Bessemer funds tied to Fiverr (NASDAQ: FVRR) director sell shares near $10"", ""Fiverr Shares Slide After Earnings Miss Triggers Wall Street Downgrade, Target Cut"", ""Fiverr International (FVRR) CFO sells 2,000 shares under 10b5-1 plan"", ""Trading Systems Reacting to (FVRR) Volatility"", ""Fiverr (FVRR) files Rule 144 to resell 59,790 option shares via Oppenheimer"", ""Must-Watch Stocks to Make the Most of the Gig Economy's Popularity""]",0.006072820369170413,-45.0,-45.0,-35.0,0.006072820369170413
GE,2026-06-16,"[""Honeywell Aerospace Looms As GE Flirts With A Breakout"", ""GE Aerospace vs FTAI Aviation: Which Stock Could Rally?"", ""GE Aerospace Rises 12.2% in Six Months: How Should You Play the Stock?"", ""General Electric Co Stock (GE) Moved Up by 3.38% on Jun 15: What Signal Does It Send?"", ""GE stock hits 52-week high at 348.74 USD"", ""UBS (AMUB) offers Trigger Autocallable Notes tied to GE stock, June 2028"", ""GE Aerospace (GE) Laps the Stock Market: Here's Why"", ""GE Aerospace\u2019s $170 Billion Services Backlog: What the Q1 Income Statement Says About Upside"", ""GE Aerospace $GE Stock Position Raised by Healthcare of Ontario Pension Plan Trust Fund"", ""Dow Jones Stocks: Honeywell Aerospace Looms As GE Stock Tries To Break Out""]",0.009638029241102047,72.0,72.0,60.0,0.009638029241102047
GFS,2026-06-16,"[""GlobalFoundries (GFS) Stock Valuation After New AI And Silicon Photonics Partnerships"", ""GLOBALFOUNDRIES (GFS) legal chief sells 335 shares at $77"", ""(GFS) Movement Within Algorithmic Entry Frameworks"", ""GLOBALFOUNDRIES (NASDAQ: GFS) schedules 2026 AGM to elect directors and ratify PwC""]",0.12199699979208181,35.0,15.0,15.0,0.12199699979208181
GIS,2026-06-16,"[""General Mills (GIS) Stock Could Be 9.4% Undervalued After Dividend Pressure And Blue Buffalo Reset"", ""General Mills (GIS) Stock Faces Dividend And Earnings Strain Is The Undervaluation Story Still Intact"", ""General Mills Volume Strains And Pet Reset Put Dividend Under Review""]",-0.030813992042808,-35.0,-35.0,-15.0,-0.030813992042808
GLD,2026-06-16,"[""Gold and mining shares rise as U.S.-Iran deal eases rate-hike fears (GLD:NYSEARCA)"", ""Top gold-mining stocks by Quant rating as gold prices recover (GLD:NYSEARCA)"", ""Update: Gold Sharply Higher As the U.S. and Iran Reach a Truce, Easing Inflation Worries"", ""Gold Jumps as Benchmark Debate Builds"", ""Gold Rebounds as Iran Strike Fears Ease"", ""Gold Sharply Higher As the U.S. and Iran Reach a Truce, Easing Inflation Worries"", ""Exchange-Traded Funds, Equity Futures Higher Pre-Bell Monday Amid US-Iran Ceasefire""]",-0.03279432735154119,72.0,72.0,-35.0,-0.03279432735154119
GM,2026-06-16,"[""General Motors, Lucid, and Goodyear Stocks Trade Up, What You Need To Know"", ""Focus Partners Wealth Grows Stock Position in General Motors Company $GM"", ""General Motors Co (GM) Shares Surge 3.1% -- What GF Score of 77 Tells Investors"", ""Huge News for GM Stock, Tesla Stock, and Ford Stock Investors"", ""GM, LMT Stocks Gain Overnight: General Motors, Lockheed Martin Reportedly Working On Weapons Parts Partnership"", ""GM stock climbs as former Cruise team reportedly returns to build hands-free consumer vehicles"", ""Fieldview Capital Management LLC Sells 21,752 Shares of General Motors Company $GM"", ""General Motors (GM) Explores Manufacturing Deal with Lockheed Ma"", ""General Motors (GM) Explores Production Partnership with Lockheed Martin"", ""GM Negotiates with Lockheed Martin to Expand Defense Production""]",-0.025209087107044812,62.0,65.0,58.0,-0.025209087107044812
GNRC,2026-06-16,"[""Faithward Advisors LLC Reduces Position in Generac Holdings Inc. $GNRC"", ""Generac Holdings (GNRC) Stock Valuation Check After Strong 1-Year Performance"", ""New Generac plant in Illinois to supply data centers, add more than 100 jobs"", ""Generac: The AI Grid Resiliency Trade Has Only Started (NYSE:GNRC)"", ""Generac Holdings Inc. stock underperforms Monday when compared to competitors despite daily gains"", ""How (GNRC) Movements Inform Risk Allocation Models"", ""Brown Advisory Inc. Sells 186,405 Shares of Generac Holdings Inc. $GNRC"", ""Will Generac's (GNRC) New Belvidere Megawatt Packaging Hub Redefine Its Data Center Power Narrative?""]",0.11247460841270113,35.0,35.0,35.0,0.11247460841270113
GOOGL,2026-06-16,"[""Alphabet (GOOGL) Stock After 109% Year Gain And AI Headlines Is It Still Reasonable Priced"", ""Why GOOGL Stock May Have More Room to Run Even After a 100% Rally"", ""What's Going On With Alphabet Stock Monday? - Alphabet (NASDAQ:GOOG), Alphabet (NASDAQ:GOOGL)"", ""75% of Enterprise Customers Are Quietly Flocking to This Digital Monopoly: Here Is the 1 Unstoppable Stock I\u2019m Loading Up on This June"", ""Google Stock Rises as Tech Giant Picks Next Stop for AI Buildout"", ""Alphabet (GOOGL) Places An Order With Intel To Manufacture More Than Three Million Tensor Processing Units In 2028"", ""Alphabet (GOOGL) Stock Valuation Check After Recent Pullback And Undervaluation Debate"", ""You Can Now Invest in Alphabet With a 6% Dividend Yield, but There's a Catch"", ""Alphabet Gains, Google Stock Nears $500 Mark"", ""GOOGL Stock Drops In Premarket: Report Says Search Giant Trims Cloud Team Amid AI Spending Push""]",-0.0631480437353483,72.0,72.0,45.0,-0.0631480437353483
GPN,2026-06-16,"[""Is Global Payments Inc. (GPN) A Good Stock To Buy Now?"", ""Arrowstreet Capital Limited Partnership Buys 227,317 Shares of Global Payments Inc. $GPN"", ""Global Payments (GPN) \u2013 Among Billionaire Larry Robbins\u2019 10 Dividend Stock Picks""]",-0.049642307372263335,62.0,35.0,35.0,-0.049642307372263335
GS,2026-06-16,"[""Goldman Sachs (GS) Lands Lead Role On SpaceX IPO As Dealmaking Outlook Brightens"", ""MML Investors Services LLC Has $86.56 Million Stock Position in The Goldman Sachs Group, Inc. $GS"", ""The Goldman Sachs Group Inc (GS) Stock Price, Trades & News"", ""Goldman Sachs doubles down on Novo stock target after key event"", ""The Goldman Sachs Group, Inc. $GS Shares Sold by Focus Partners Wealth"", ""Best CD rates today, Tuesday, June 16, 2026: Lock in up to 4% APY today"", ""How SpaceX's IPO made millions for JPMorgan, Goldman Sachs, & other big banks"", ""Is Goldman Sachs Equal Weight U.S. Large Cap Equity ETF (GSEW) a Strong ETF Right Now?"", ""Oil Falls to Three-Month Low as US-Iran Deal Set to Add Supply"", ""A 40-Year-Old Goalie\u2019s Heroics vs. Spain Spoil a $1 Million Bet""]",0.014394776182797787,42.0,72.0,45.0,0.014394776182797787
HAS,2026-06-16,"[""As small-cap stock indexes have hit records, this ETF has beaten them"", ""AIR Global (AIIR) Stock Price Has Fallen Hard But Is The Valuation Clear Yet"", ""Constellation Energy Stock vs Vistra Stock: Which AI Power Play Has More Upside?"", ""3,600 stock trades in 3 months: Breaking down Trump's flurry of investment moves"", ""Xcel Energy (XEL) Stock Has Room To Grow, But Cash Flow Value Raises Questions"", ""Which Fuel Cell Stock Has Dominated in 2026: Plug Power, FuelCell, or Bloom Energy?"", ""Director at Hasbro (HAS) receives 2,224-share stock grant"", ""This Artificial Intelligence (AI) Infrastructure Stock Has Been Crushing Nvidia on the Market. Its Latest Deal Could Send the Stock Even Higher"", ""Atlassian's Bullish Setup Has Real Numbers Behind It"", ""Director Hope F. Cochran receives 2,224-share grant in Hasbro (NASDAQ: HAS)""]",-0.006709036028325384,25.0,-5.0,5.0,-0.006709036028325384
HCA,2026-06-16,"[""HCA Healthcare, Inc. $HCA Shares Sold by Arax Advisory Partners"", ""Precision Trading with Hca Healthcare Inc. (HCA) Risk Zones"", ""HCA Healthcare, Inc. $HCA Shares Acquired by Arrowstreet Capital Limited Partnership"", ""6 Best Healthcare Stocks for 2026 and How to Invest"", ""Barclays PLC Increases Stake in HCA Healthcare, Inc. $HCA"", ""1 S&P 500 Stock on Our Buy List and 2 We Brush Off""]",-0.0502355649846132,15.0,15.0,15.0,-0.0502355649846132
HIG,2026-06-16,"[""The Hartford (HIG) Stock Valuation After Momentum Cools And Undervaluation Debate Grows""]",-0.011601314477902417,-15.0,15.0,-5.0,-0.011601314477902417
HLT,2026-06-16,"[""SurgoCap Partners LP Sells 80,953 Shares of Hilton Worldwide Holdings Inc. $HLT"", ""Precision Trading with Hilton Worldwide Holdings Inc. (HLT) Risk Zones"", ""Why These 2 Hotel Stocks Are Beating Travel Peers""]",-0.020815511734088046,-15.0,15.0,20.0,-0.020815511734088046
HOOD,2026-06-16,"[""Stocks making the biggest moves premarket: SpaceX, Robinhood, Huntsman & more"", ""Robinhood's stock pops as analyst predicts World Cup will boost prediction markets revenue"", ""Robinhood Stock Rises as It Adds to Wave of Mass Tech Layoffs"", ""Why is Robinhood stock rallying today?"", ""Robinhood Stock In Focus: Record SpaceX Traffic, New IPO Business, World Cup Bets"", ""MSTR, COIN, HOOD, and Others: Why Crypto Stocks Are Rising Today \u2014 June 15, 2026"", ""Robinhood Slashes 10% Of Workforce, Says Layoffs Come 'From A Position Of Business Strength'"", ""Robinhood cuts 10% of staff as CEO Tenev pushes for \u2019lean\u2019 team"", ""Why Is Robinhood (HOOD) Stock Soaring Today"", ""HOOD Stock Pulls Back Overnight After AI Trading Launch \u2013 Insider Sales Draw Attention""]",0.09306173182918581,35.0,62.0,35.0,0.09306173182918581
HST,2026-06-16,"[""(HST) and the Role of Price-Sensitive Allocations"", ""Host Hotels & Resorts, Inc. (NASDAQ:HST) Receives Consensus Recommendation of \""Moderate Buy\"" from Brokerages""]",0.009236929548591852,42.0,15.0,20.0,0.009236929548591852
HUBB,2026-06-16,"[""Hubbell (HUBB) Stock Valuation Check After Strong Multi\u2011Year Returns"", ""Why (HUBB) Price Action Is Critical for Tactical Trading""]",0.07309265134402719,35.0,15.0,10.0,0.07309265134402719
HWM,2026-06-16,"[""Howmet Aerospace (HWM) Stock Valuation Check After Q1 2026 Beat And Rising Institutional Support"", ""(06/15/26) HWM: A Powerhouse Aerospace Stock to Trade"", ""(HWM) Risk Channels and Responsive Allocation"", ""Oppenheimer Highlights High-Beta Stocks Like Howmet Aerospace (H"", ""Why Howmet Aerospace (HWM) Is Up 5.1% After Q1 Beat and Guidance Hike And What\u2019s Next"", ""Why Howmet (HWM) outpaced the stock market today"", ""Landscape Capital Management L.L.C. Has $5.88 Million Position in Howmet Aerospace Inc. $HWM"", ""High-beta winners and losers: Buy HWM, C, GEV; sell COIN, META, TEAM (SP500:)"", ""5 Best Beaten Down Growth Stocks to Buy Right Now"", ""Howmet (HWM) advances while market declines: Some information for investors""]",0.010597548055392779,72.0,82.0,58.0,0.010597548055392779
IBKR,2026-06-16,"[""Interactive Brokers (IBKR) Stock After 80% One-Year Surge Is The Rally Running Out Of Room"", ""Interactive Brokers: Still A Great Franchise, But Valuations Have Further Expanded (Initiating Hold)"", ""Understanding Momentum Shifts in (IBKR)"", ""Interactive Brokers Group (IBKR) Stock After AI Trading Launch And Rate Tailwinds Is The Valuation Stretched Or Reasonable"", ""Schwab Stock Gains 2.7% as Client Assets, NNA Surge in May"", ""Robinhood Is Down 30% in 2026 While Interactive Brokers Is Up 35%: Here\u2019s Why"", ""Interactive Brokers Group, Inc. (IBKR) Exceeds Market Returns: Some Facts to Consider""]",0.03995704921238178,35.0,35.0,25.0,0.03995704921238178
IEX,2026-06-16,"[""Idex (IEX) Stock Valuation Check After Recent Gains And Conflicting P/E And DCF Signals"", ""Congruence Capital LLC Buys New Shares in IDEX Corporation $IEX""]",0.006925530890781676,25.0,5.0,15.0,0.006925530890781676
INCY,2026-06-16,"[""Incyte slides as investors digest updated INCA033989 (mutCALR) data and a cautious analyst take"", ""Will Tafasitamab\u2019s Phase 3 Win and Rare\u2011Disease Advances Change Incyte's (INCY) Narrative?"", ""Analysts Conflicted on These Healthcare Names: Incyte (INCY), Intellia Therapeutics (NTLA) and Halozyme (HALO)"", ""Incyte Corporation (INCY) Stock Analysis: A Biotech Innovator with a Robust Revenue Growth and Promising Pipeline"", ""FOP trial drug cuts new HO lesions 99.9%, gets FDA Priority Review"", ""Behavioral Patterns of INCY and Institutional Flows"", ""MIRM, INCY Report Positive Rare Disease Data as FDA Begins NDA Review"", ""Incyte Corp. stock underperforms Monday when compared to competitors"", ""Incyte antibody speeds platelet normalization in MF and ET trial"", ""Lymphoma drug combo cut risk of progression or death 25%""]",0.03919803170034461,12.0,15.0,25.0,0.03919803170034461
INTC,2026-06-16,"[""Double Upgrade Hits Intel Stock (NASDAQ:INTC): What Moved the Needle"", ""HPE Stock Eyes Fourth Straight Monthly Win: Quantum Tie-Ups With INTC, RGTI Aren't Moving Retail's Needle"", ""This analyst sees Intel reaching a $5 trillion valuation"", ""Intel Just Got a Rare Double Upgrade From Bank of America. Here's the AI Shift Behind the Call."", ""What's Going On With Intel Stock Monday?"", ""Why NVDA, MU, INTC, Other Chip Stocks Are Rising In Overnight Trading"", ""Jim Cramer Says Intel (INTC) Is An Alternative To TSMC"", ""Why Experts Think Intel Should Raise Capital Right Now, and What It Means for INTC Stock"", ""Is Intel Stock's AI-Fueled Rally Outpacing Its Turnaround?"", ""Intel (INTC) Stock Valuation Debate After Powerful Recent Share Price Momentum""]",0.20410080108314585,65.0,72.0,65.0,0.20410080108314585
IP,2026-06-16,"[""Why Did SW, IP, PKG Stocks Slump Today?"", ""3 Mid-Cap Stocks We\u2019re Skeptical Of""]",0.02047020283636184,-35.0,-55.0,-35.0,0.02047020283636184
IR,2026-06-16,"[""A Look at Ingersoll Rand Inc (IR) After 3.7% Gain -- GF Value $9"", ""Ingersoll Rand Is Slightly More Interesting Now (Rating Upgrade) (NYSE:IR)""]",-0.00827806831728605,35.0,60.0,20.0,-0.00827806831728605
IRM,2026-06-16,"[""Iron Mountain takes on $1.5B in new debt to pay down credit line"", ""(IRM) and the Role of Price-Sensitive Allocations"", ""Is Iron Mountain Stock Underperforming the Nasdaq?"", ""Iron Mountain (IRM) Upsizes Senior Notes Offering to $1.5B"", ""Iron Mountain (IRM) Plans $1 Billion Senior Notes Offering Due 2"", ""Iron Mountain (IRM) Proposes $1B Senior Notes Offering to Streng"", ""Is SBA Communications Stock Underperforming the Dow?""]",0.0284688690846905,-35.0,-15.0,-10.0,0.0284688690846905
ITW,2026-06-16,"[""3 Unpopular Stocks That Concern Us""]",-0.001768384464074789,-35.0,-15.0,-35.0,-0.001768384464074789
J,2026-06-16,"[""Singapore eyes new desalination plant as Jacobs tests land-saving design"", ""How Jacobs Solutions Inc. (J) Affects Rotational Strategy Timing"", ""Nasdaq move puts J-Star's stock listing at risk over $1 rule"", ""Stantec (STN), Jacobs (J) Win Melbourne Water Infrastructure Program Contract"", ""Jacobs Solutions Benefits From AI Buildout Across Multiple End Markets, RBC Says"", ""Stantec (TSX:STN) Stock After New Melbourne Water Contract Is The Undervaluation Story Still Intact""]",-0.0490306261940794,62.0,65.0,35.0,-0.0490306261940794
JBL,2026-06-16,"[""Jabil (JBL) Stock Valuation After New Adani AI Data Center Alliance In India"", ""Jabil (JBL) Reports Q2: Everything You Need To Know Ahead Of Earnings"", ""Jabil-Adani alliance targets $3T AI hardware boom from India"", ""JBL Maintained by Stifel -- Price Target Raised to $430"", ""Jabil's Q3 Earnings Coming Up: How Should You Play the Stock?"", ""Top Wall Street Forecasters Revamp Jabil Expectations Ahead Of Q3 Earnings"", ""Do Lofty EPS Forecasts And Insider Sales Put Jabil\u2019s (JBL) Valuation Story At A Crossroads?"", ""Flex Soars 241% in a Year: Should Investors Still Buy the Stock?"", ""Update: Dow Climbs to Record, Oil Tumbles Following US-Iran Framework"", ""Update: Equity Markets Rally Intraday, Oil Tumbles Following US-Iran Deal""]",0.004607015588824834,72.0,65.0,45.0,0.004607015588824834
JNJ,2026-06-16,"[""Will Johnson & Johnson Stock Hit $300 This Year?"", ""Johnson & Johnson (JNJ) Stock After 55% One-Year Surge Is There Still Value Here"", ""Sienna Gestion Sells 12,481 Shares of Johnson & Johnson $JNJ"", ""Is Johnson & Johnson Stock Undervalued After Its Q1 2026 Income Statement Results?"", ""$1B to help 40M see better: Johnson & Johnson grows ACUVUE in Florida"", ""How Investors Are Reacting To Johnson & Johnson (JNJ) Multiple Myeloma Trial Data For TALVEY Combinations"", ""Okabena Investment Services Inc. Sells 7,121 Shares of Johnson & Johnson $JNJ"", ""Jim Cramer Explains Johnson & Johnson\u2019s (JNJ) Shares Have Gained"", ""Capital Financial Group Inc. Co. ADV Takes $3.27 Million Position in Johnson & Johnson $JNJ"", ""Johnson & Johnson (NYSE:JNJ) Shares Down 2% After Insider Selling""]",-0.016540520073113466,35.0,62.0,25.0,-0.016540520073113466
KHC,2026-06-16,"[""Kraft Heinz (KHC) Stock Sinks As Market Gains: What You Should Know"", ""Kraft Heinz declines after ending in the green for six straight sessions"", ""Kraft Heinz (KHC) Shares Decline After Six Sessions of Gains"", ""Kraft Heinz Stock (KHC) Opinions on Product Innovation Push"", ""Is Heineken Holding (ENXTAM:HEIO) Using Playful Co\u2011Branding To Refresh Its Core Brand Narrative?"", ""3 Stocks With a Yield Over 6% For Passive Income Investors""]",-0.07436968937624408,-25.0,-15.0,-10.0,-0.07436968937624408
KMB,2026-06-16,"[""Kimberly-Clark (KMB) Stock After Productivity And Kenvue Merger Updates How Does The Valuation Stack Up"", ""Kimberly-Clark Corporation $KMB Shares Sold by Bollard Group LLC"", ""10,000 Shares in Kimberly-Clark Corporation $KMB Acquired by Ally Financial Inc."", ""Kimberly-Clark Corporation $KMB Shares Acquired by Entropy Technologies LP"", ""Kimberly-Clark credits supply chain for productivity gains""]",-0.036248550283329434,35.0,15.0,10.0,-0.036248550283329434
KO,2026-06-16,"[""Coca-Cola (KO) Stock Falls Amid Market Uptick: What Investors Need to Know"", ""Why Coca-Cola Stock Deserves a Second Look After Its Q1 2026 Operating Margin Inflection"", ""Coca Cola (KO) Brings Smartwater To More Than 40 PVOLVE Fitness Studios"", ""Inside Jennifer Aniston's PVOLVE workouts: smartwater joins her routine"", ""Is Coca-Cola\u2019s Planned India Bottler IPO Reshaping How Investors View KO\u2019s Emerging Market Strategy?"", ""Coca Cola at 52-Week High: Buy, Sell or Hold?"", ""SCHD Now Concentrates 42 Percent of Your Money in Just 10 Stocks. Here Is Who Should Still Own It"", ""Zevia director named CEO at US soft-drinks firm"", ""The Zacks Analyst Blog Highlights New York Times, Arko, B&G Foods and The Coca-Cola"", ""The Retiree Who Chose $65,000 Instead of $120,000 and Ended Up Richer""]",-0.009342302085253829,35.0,15.0,25.0,-0.009342302085253829
KVUE,2026-06-16,"[""How major US stock indexes fared Monday 6/15/2026"", ""Sculptor Capital LP Increases Stake in Kenvue Inc. $KVUE"", ""Alberta Investment Management Corp Raises Stake in Kenvue Inc. $KVUE"", ""Kenvue Inc. $KVUE Shares Acquired by Aigen Investment Management LP"", ""Sachem Head Capital Management LP Sells 27,220,000 Shares of Kenvue Inc. $KVUE""]",-0.030927817980781213,-35.0,-15.0,10.0,-0.030927817980781213
LH,2026-06-16,"[""LH vs. CRL: Which Stock Is the Better Value Option?""]",-0.03901653085368991,25.0,5.0,10.0,-0.03901653085368991
LLY,2026-06-16,"[""Eli Lilly & Co. (NYSE:LLY): High Growth Momentum Meets Strong Technical Breakout Setup"", ""LLY Shares Dive On Analyst Downgrade Citing Obesity Market Overestimation Concerns, But Retail Dismisses \u2018Absurd\u2019 Selloff"", ""Eli Lilly: The Macro Health Crisis Is Still Undervalued (NYSE:LLY)"", ""LLY Stock Climbs As Oral GLP-1 Pill Beats Novo Nordisk, AstraZeneca\u2019s Therapies In Diabetes Trials"", ""Is Eli Lilly (LLY) One Of The Most Profitable Blue Chip Stocks To Buy According To Hedge Funds?"", ""Market Chatter: Novo Nordisk to Seek China Approval for Oral Wegovy as Obesity Drug"", ""This Financial Bellwether Bankrolls A Breakout"", ""Should You Buy Eli Lilly Stock Now or Wait for a Dip?"", ""Novo Nordisk Gains 7% in a Week: How Should Investors Play the Stock?"", ""Is Pfizer's Discounted Valuation a Buying Opportunity or a Value Trap?""]",-0.018191575897828507,65.0,35.0,45.0,-0.018191575897828507
LRCX,2026-06-16,"[""LRCX Stock: Where Compounding Could Take The Price"", ""Lam Research (LRCX) Stock Fair Value Edges Higher After Analyst Target Increases"", ""Eric Brandt Sells 54,500 Shares of Lam Research (NASDAQ:LRCX) Stock"", ""What Is The Market Really Expecting From LRCX Stock?"", ""Lam Research(LRCX.US) Director Sells US$20.01 Million in Common Stock"", ""A Look at Lam Research Corp (LRCX) After 6.0% Gain -- GF Value $129.43 vs Price $388.92"", ""Buy, Hold, or Sell: Lam Research Rocketed 21% Off Its June Lows as a New Fed Begins. Is LRCX Worthwhile at $366?"", ""Lam Research Corporation $LRCX Shares Sold by Sienna Gestion"", ""LRCX Maintained by Oppenheimer -- Price Target Raised to $400"", ""Is Lam Research (LRCX) a Solid Growth Stock? 3 Reasons to Think \""Yes\""""]",0.10884283480160724,35.0,20.0,10.0,0.10884283480160724
LVS,2026-06-16,"[""Las Vegas Sands Corp. stock falls Monday, still outperforms market"", ""Las Vegas Sands Corp. $LVS Shares Bought by Arrowstreet Capital Limited Partnership"", ""Entropy Technologies LP Acquires New Stake in Las Vegas Sands Corp. $LVS"", ""Fieldview Capital Management LLC Makes New Investment in Las Vegas Sands Corp. $LVS""]",-0.023293817360801546,35.0,-5.0,15.0,-0.023293817360801546
LYFT,2026-06-16,"[""Bumble, Snap, and Lyft Stocks Trade Up, What You Need To Know"", ""Price Disparities in Ride-Hailing Services: A Look at LYFT"", ""Q1 Earnings Recap: Lyft (NASDAQ:LYFT) Tops Gig Economy Stocks"", ""Mobileye to launch robotaxi business in US next year""]",-0.004201643351844722,35.0,35.0,25.0,-0.004201643351844722
MAR,2026-06-16,"[""Marriott International (MAR) Stock After Lefay Joint Venture And 10,000th Property Milestone Is Valuation Stretched Or Reasonable"", ""Marriott International, Inc. $MAR Shares Purchased by Vanguard Personalized Indexing Management LLC"", ""Why These 2 Hotel Stocks Are Beating Travel Peers"", ""Barclays PLC Sells 326,433 Shares of Marriott International, Inc. $MAR"", ""Arrowstreet Capital Limited Partnership Buys 150,531 Shares of Marriott International, Inc. $MAR"", ""Atlas Capital Advisors Inc. Purchases New Shares in Marriott International, Inc. $MAR"", ""5,954 Shares in Marriott International, Inc. $MAR Acquired by Sargent Investment Group LLC"", ""Verizon targets wireless customers with new simpler plans, drops some fees"", ""Market Chatter: Marriott Bonvoy Loyalty Program Sparks Backlash From Hotel Owners Over Revenue Split"", ""Hotel Owners Are Rebelling Against Marriott\u2019s Loyalty Program""]",-0.03735906648481015,35.0,15.0,20.0,-0.03735906648481015
MCHP,2026-06-16,"[""Microchip Technology Inc (MCHP) Stock Up 5.3% but GF Value Says Overvalued -- GF Score: 75/100"", ""3 Large-Cap Stocks Walking a Fine Line"", ""Microchip Technology Incorporated $MCHP Shares Purchased by Barclays PLC"", ""Expanded Class Y Certification in France Could Be A Game Changer For Microchip Technology (MCHP)"", ""1 S&P 500 Stock to Target This Week and 2 Facing Challenges"", ""Epoch Investment Partners Inc. Boosts Stock Position in Microchip Technology Incorporated $MCHP"", ""Entropy Technologies LP Purchases 83,346 Shares of Microchip Technology Incorporated $MCHP"", ""Microchip Technology, Vishay Intertechnology, and Power Integrations Stocks Trade Up, What You Need To Know"", ""Applied Materials Stock And The Tell Hiding In Its Margins"", ""Stocks Rally as US-Iran Peace Deal Sinks Oil and Bond Yields""]",0.07403536583079466,42.0,25.0,35.0,0.07403536583079466
